Full Name,Weight,Matchup,Outcome,Method,Round,Time,Weight Class
Misha Cirkunov,205,Nikita Krylov,WIN,Submission,1.0,4:38,Light Heavyweight
Misha Cirkunov,205,Ion Cutelaba,WIN,Submission,3.0,1:22,Light Heavyweight
Misha Cirkunov,205,Alex Nicholson,WIN,Submission,2.0,1:28,Light Heavyweight
Misha Cirkunov,205,Daniel Jolly,WIN,KO/TKO,1.0,4:45,Light Heavyweight
Laverne Clark,170,Frank Trigg,LOSS,KO/TKO,3.0,2:15,Welterweight
Laverne Clark,170,Fabiano Iha,LOSS,Submission,1.0,1:10,Welterweight
Laverne Clark,170,Koji Oishi,WIN,Decision,3.0,5:00,Welterweight
Laverne Clark,170,Fabiano Iha,WIN,KO/TKO,1.0,1:21,Welterweight
Laverne Clark,170,Frank Caracci,WIN,KO/TKO,1.0,6:52,Welterweight
Laverne Clark,170,Josh Stuart,WIN,KO/TKO,1.0,1:15,Welterweight
Logan Clark,185,Scott Harper,WIN,KO/TKO,1.0,4:37,Middleweight
Logan Clark,185,Eric Schambari,LOSS,Decision,3.0,5:00,Middleweight
Logan Clark,185,Blas Avena,WIN,KO/TKO,3.0,4:23,Middleweight
Logan Clark,185,Steve Byrnes,WIN,Decision,3.0,5:00,Middleweight
Mychal Clark,224,Josh Bennett,WIN,KO/TKO,2.0,5:00,Heavyweight
Dominic Clark,155,David Douglas,LOSS,KO/TKO,2.0,2:33,Lightweight
Heather Clark,115,Alexa Grasso,LOSS,Decision,3.0,5:00,Strawweight
Heather Clark,115,Karolina Kowalkiewicz,LOSS,Decision,3.0,5:00,Strawweight
Heather Clark,115,Bec Rawlings,WIN,Decision,3.0,5:00,Strawweight
Devin Clark,205,Da Woon Jung,WIN,Decision,3.0,5:00,Light Heavyweight
Devin Clark,205,Azamat Murzakanov,LOSS,KO/TKO,3.0,1:18,Light Heavyweight
Devin Clark,205,William Knight,WIN,KO/TKO,3.0,3:21,Light Heavyweight
Devin Clark,205,Ion Cutelaba,LOSS,Decision,3.0,5:00,Light Heavyweight
Devin Clark,205,Anthony Smith,LOSS,Submission,1.0,2:34,Light Heavyweight
Devin Clark,205,Alonzo Menifield,WIN,Decision,3.0,5:00,Light Heavyweight
Devin Clark,205,Dequan Townsend,WIN,Decision,3.0,5:00,Light Heavyweight
Devin Clark,205,Ryan Spann,LOSS,Submission,2.0,2:01,Light Heavyweight
Devin Clark,205,Darko Stosic,WIN,Decision,3.0,5:00,Light Heavyweight
Devin Clark,205,Aleksandar Rakic,LOSS,KO/TKO,1.0,4:05,Light Heavyweight
Devin Clark,205,Mike Rodriguez,WIN,Decision,3.0,5:00,Light Heavyweight
Devin Clark,205,Jan Blachowicz,LOSS,Submission,2.0,3:02,Light Heavyweight
Devin Clark,205,Jake Collier,WIN,Decision,3.0,5:00,Light Heavyweight
Devin Clark,205,Josh Stansbury,WIN,Decision,3.0,5:00,Light Heavyweight
Devin Clark,205,Alex Nicholson,LOSS,KO/TKO,1.0,4:57,Light Heavyweight
Jessica-Rose Clark,135,Julija Stoliarenko,LOSS,Submission,1.0,0:42,Bantamweight
Jessica-Rose Clark,135,Stephanie Egger,LOSS,Submission,1.0,3:44,Bantamweight
Jessica-Rose Clark,135,Joselyne Edwards,WIN,Decision,3.0,5:00,Bantamweight
Jessica-Rose Clark,135,Sarah Alpar,WIN,KO/TKO,3.0,4:21,Bantamweight
Jessica-Rose Clark,135,Pannie Kianzad,LOSS,Decision,3.0,5:00,Bantamweight
Jessica-Rose Clark,135,Jessica Eye,LOSS,Decision,3.0,5:00,Bantamweight
Jessica-Rose Clark,135,Paige VanZant,WIN,Decision,3.0,5:00,Bantamweight
Jessica-Rose Clark,135,Bec Rawlings,WIN,Decision,3.0,5:00,Bantamweight
John Clarke,170,Joe Ray,LOSS,KO/TKO,1.0,3:14,Welterweight
Mitch Clarke,155,Alex White,LOSS,KO/TKO,2.0,4:36,Lightweight
Mitch Clarke,155,Joe Duffy,LOSS,Submission,1.0,0:25,Lightweight
Mitch Clarke,155,Michael Chiesa,LOSS,Decision,3.0,5:00,Lightweight
Mitch Clarke,155,Al Iaquinta,WIN,Submission,2.0,0:57,Lightweight
Mitch Clarke,155,John Maguire,WIN,Decision,3.0,5:00,Lightweight
Mitch Clarke,155,Anton Kuivanen,LOSS,Decision,3.0,5:00,Lightweight
Mitch Clarke,155,John Cholish,LOSS,KO/TKO,2.0,4:36,Lightweight
Rich Clementi,155,Shinya Aoki,LOSS,Submission,2.0,2:32,Lightweight
Rich Clementi,155,Gleison Tibau,LOSS,Submission,1.0,4:35,Lightweight
Rich Clementi,155,Gray Maynard,LOSS,Decision,3.0,5:00,Lightweight
Rich Clementi,155,Terry Etim,WIN,Decision,3.0,5:00,Lightweight
Rich Clementi,155,Sam Stout,WIN,Decision,3.0,5:00,Lightweight
Rich Clementi,155,Melvin Guillard,WIN,Submission,1.0,4:40,Lightweight
Rich Clementi,155,Anthony Johnson,WIN,Submission,2.0,3:05,Lightweight
Rich Clementi,155,Roan Carneiro,LOSS,Decision,3.0,5:00,Lightweight
Rich Clementi,155,Ross Pointon,WIN,Submission,2.0,4:53,Lightweight
Rich Clementi,155,Din Thomas,LOSS,Submission,2.0,3:11,Lightweight
Rich Clementi,155,Yves Edwards,LOSS,Submission,3.0,4:07,Lightweight
Chris Clements,170,Nordine Taleb,LOSS,Decision,3.0,5:00,Welterweight
Chris Clements,170,Vik Grujic,WIN,KO/TKO,1.0,3:06,Welterweight
Chris Clements,170,Stephen Thompson,LOSS,KO/TKO,2.0,1:27,Welterweight
Chris Clements,170,Keith Wisniewski,WIN,Decision,3.0,5:00,Welterweight
RJ Clifford,160,Jeremy Umphries,LOSS,Submission,2.0,2:27,Welterweight
Josh Clopton,145,Rani Yahya,LOSS,Decision,3.0,5:00,Featherweight
Josh Clopton,145,Steven Siler,LOSS,Decision,3.0,5:00,Featherweight
Brian Cobb,155,Terry Etim,LOSS,KO/TKO,2.0,0:10,Lightweight
Darryl Cobb,185,Booker DeRousse,WIN,Decision,3.0,5:00,Middleweight
Darryl Cobb,185,Gary Tapusoa,WIN,Decision,3.0,5:00,Middleweight
Dave Cochran,155,Pat Benson,LOSS,Submission,1.0,2:42,Lightweight
Marloes Coenen,145,Fiona Muxlow,WIN,Submission,1.0,3:29,Featherweight
Marloes Coenen,145,Miesha Tate,LOSS,Submission,4.0,3:03,Featherweight
Marloes Coenen,145,Liz Carmouche,WIN,Submission,4.0,1:29,Featherweight
Marloes Coenen,145,Sarah Kaufman,WIN,Submission,3.0,1:59,Featherweight
Marloes Coenen,145,Cristiane Justino,LOSS,KO/TKO,3.0,3:40,Featherweight
Marloes Coenen,145,Roxanne Modafferi,WIN,Submission,1.0,1:05,Featherweight
Marc Cofer,185,Mitch Whitesel,LOSS,Submission,1.0,3:55,Middleweight
John Cofer,155,Mike Rio,LOSS,Submission,3.0,4:11,Lightweight
John Cofer,155,Justin Lawrence,LOSS,KO/TKO,3.0,0:19,Lightweight
Felipe Colares,145,Chase Hooper,LOSS,KO/TKO,3.0,3:00,Featherweight
Felipe Colares,145,Chris Gutierrez,LOSS,Decision,3.0,5:00,Featherweight
Felipe Colares,145,Luke Sanders,WIN,Decision,3.0,5:00,Featherweight
Felipe Colares,145,Montel Jackson,LOSS,Decision,3.0,5:00,Featherweight
Felipe Colares,145,Domingo Pilarte,WIN,Decision,3.0,5:00,Featherweight
Felipe Colares,145,Geraldo de Freitas,LOSS,Decision,3.0,5:00,Featherweight
Wayne Cole,205,Rafael Cavalcante,LOSS,KO/TKO,1.0,2:47,Light Heavyweight
Wayne Cole,205,Mike Kyle,WIN,Submission,1.0,0:42,Light Heavyweight
Devin Cole,240,Gabriel Salinas-Jones,WIN,Decision,3.0,5:00,Heavyweight
Devin Cole,240,Shawn Jordan,WIN,Decision,3.0,5:00,Heavyweight
Devin Cole,240,Daniel Cormier,LOSS,Decision,3.0,5:00,Heavyweight
Devin Cole,240,Ben Rothwell,LOSS,KO/TKO,1.0,3:16,Heavyweight
Devin Cole,240,Mike Kyle,WIN,KO/TKO,2.0,2:56,Heavyweight
Coltin Cole,185,Booker DeRousse,LOSS,KO/TKO,2.0,3:04,Middleweight
Mark Coleman,205,Randy Couture,LOSS,Submission,2.0,1:09,Light Heavyweight
Mark Coleman,205,Stephan Bonnar,WIN,Decision,3.0,5:00,Light Heavyweight
Mark Coleman,205,Mauricio Rua,LOSS,KO/TKO,3.0,4:36,Light Heavyweight
Mark Coleman,205,Fedor Emelianenko,LOSS,Submission,2.0,1:15,Light Heavyweight
Mark Coleman,205,Mauricio Rua,WIN,KO/TKO,1.0,0:49,Light Heavyweight
Mark Coleman,205,Milco Voorn,WIN,Submission,1.0,0:56,Light Heavyweight
Mark Coleman,205,Mirko Filipovic,LOSS,KO/TKO,1.0,3:40,Light Heavyweight
Mark Coleman,205,Fedor Emelianenko,LOSS,Submission,1.0,2:11,Light Heavyweight
Mark Coleman,205,Don Frye,WIN,Decision,3.0,5:00,Light Heavyweight
Mark Coleman,205,Antonio Rodrigo Nogueira,LOSS,Submission,1.0,6:10,Light Heavyweight
Mark Coleman,205,Allan Goes,WIN,KO/TKO,1.0,1:19,Light Heavyweight
Mark Coleman,205,Igor Vovchanchyn,WIN,KO/TKO,2.0,3:09,Light Heavyweight
Mark Coleman,205,Kazuyuki Fujita,WIN,KO/TKO,1.0,0:02,Light Heavyweight
Mark Coleman,205,Akira Shoji,WIN,Decision,1.0,15:00,Light Heavyweight
Mark Coleman,205,Masaaki Satake,WIN,Submission,1.0,1:14,Light Heavyweight
Mark Coleman,205,Ricardo Morais,WIN,Decision,2.0,10:00,Light Heavyweight
Mark Coleman,205,Nobuhiko Takada,LOSS,Submission,2.0,1:44,Light Heavyweight
Mark Coleman,205,Pedro Rizzo,LOSS,Decision,2.0,3:00,Light Heavyweight
Mark Coleman,205,Pete Williams,LOSS,KO/TKO,2.0,0:38,Light Heavyweight
Mark Coleman,205,Maurice Smith,LOSS,Decision,3.0,3:00,Light Heavyweight
Mark Coleman,205,Dan Severn,WIN,Submission,1.0,2:57,Light Heavyweight
Mark Coleman,205,Brian Johnston,WIN,KO/TKO,1.0,2:20,Light Heavyweight
Mark Coleman,205,Julian Sanchez,WIN,Submission,1.0,0:45,Light Heavyweight
Mark Coleman,205,Don Frye,WIN,KO/TKO,1.0,11:34,Light Heavyweight
Mark Coleman,205,Gary Goodridge,WIN,Submission,1.0,7:00,Light Heavyweight
Mark Coleman,205,Moti Horenstein,WIN,KO/TKO,1.0,2:43,Light Heavyweight
Cortez Coleman,185,Lucas Lopes,WIN,Submission,1.0,2:04,Middleweight
Clay Collard,145,Tiago dos Santos e Silva,LOSS,Decision,3.0,5:00,Featherweight
Clay Collard,145,Gabriel Benitez,LOSS,Decision,3.0,5:00,Featherweight
Clay Collard,145,Alex White,WIN,Decision,3.0,5:00,Featherweight
Clay Collard,145,Max Holloway,LOSS,KO/TKO,3.0,3:47,Featherweight
Jamie Colleen,115,Maycee Barber,LOSS,KO/TKO,3.0,4:15,Strawweight
Jamie Colleen,115,Tiffany Masters,WIN,Submission,3.0,4:43,Strawweight
Jake Collier,230,Chris Barnett,LOSS,KO/TKO,2.0,2:24,Heavyweight
Jake Collier,230,Andrei Arlovski,LOSS,Decision,3.0,5:00,Heavyweight
Jake Collier,230,Chase Sherman,WIN,Submission,1.0,2:26,Heavyweight
Jake Collier,230,Carlos Felipe,LOSS,Decision,3.0,5:00,Heavyweight
Jake Collier,230,Gian Villante,WIN,Decision,3.0,5:00,Heavyweight
Jake Collier,230,Tom Aspinall,LOSS,KO/TKO,1.0,0:45,Heavyweight
Jake Collier,230,Marcel Fortuna,WIN,Decision,3.0,5:00,Heavyweight
Jake Collier,230,Devin Clark,LOSS,Decision,3.0,5:00,Heavyweight
Jake Collier,230,Alberto Uda,WIN,KO/TKO,2.0,1:06,Heavyweight
Jake Collier,230,Dongi Yang,LOSS,KO/TKO,2.0,1:50,Heavyweight
Jake Collier,230,Ricardo Abreu,WIN,Decision,3.0,5:00,Heavyweight
Jake Collier,230,Vitor Miranda,LOSS,KO/TKO,1.0,4:59,Heavyweight
Christian Colombo,265,Marcelo Golm,LOSS,Submission,1.0,2:08,Heavyweight
Christian Colombo,265,Luis Henrique,LOSS,Submission,3.0,2:12,Heavyweight
Wes Combs,205,Wilson Gouveia,LOSS,Submission,1.0,3:23,Light Heavyweight
Wes Combs,205,Mike Nickels,LOSS,Submission,1.0,3:10,Light Heavyweight
Carlos Condit,170,Max Griffin,LOSS,Decision,3.0,5:00,Welterweight
Carlos Condit,170,Matt Brown,WIN,Decision,3.0,5:00,Welterweight
Carlos Condit,170,Court McGee,WIN,Decision,3.0,5:00,Welterweight
Carlos Condit,170,Michael Chiesa,LOSS,Submission,2.0,0:56,Welterweight
Carlos Condit,170,Alex Oliveira,LOSS,Submission,2.0,3:17,Welterweight
Carlos Condit,170,Neil Magny,LOSS,Decision,3.0,5:00,Welterweight
Carlos Condit,170,Demian Maia,LOSS,Submission,1.0,1:52,Welterweight
Carlos Condit,170,Robbie Lawler,LOSS,Decision,5.0,5:00,Welterweight
Carlos Condit,170,Thiago Alves,WIN,KO/TKO,2.0,5:00,Welterweight
Carlos Condit,170,Tyron Woodley,LOSS,KO/TKO,2.0,2:00,Welterweight
Carlos Condit,170,Martin Kampmann,WIN,KO/TKO,4.0,0:54,Welterweight
Carlos Condit,170,Johny Hendricks,LOSS,Decision,3.0,5:00,Welterweight
Carlos Condit,170,Georges St-Pierre,LOSS,Decision,5.0,5:00,Welterweight
Carlos Condit,170,Nick Diaz,WIN,Decision,5.0,5:00,Welterweight
Carlos Condit,170,Dong Hyun Kim,WIN,KO/TKO,1.0,2:58,Welterweight
Carlos Condit,170,Dan Hardy,WIN,KO/TKO,1.0,4:27,Welterweight
Carlos Condit,170,Rory MacDonald,WIN,KO/TKO,3.0,4:53,Welterweight
Carlos Condit,170,Jake Ellenberger,WIN,Decision,3.0,5:00,Welterweight
Carlos Condit,170,Martin Kampmann,LOSS,Decision,3.0,5:00,Welterweight
Carlos Condit,170,Hiromitsu Miura,WIN,KO/TKO,4.0,4:43,Welterweight
Carlos Condit,170,Carlo Prater,WIN,Submission,1.0,3:48,Welterweight
Carlos Condit,170,Brock Larson,WIN,Submission,1.0,2:21,Welterweight
Carlos Condit,170,John Alessio,WIN,Submission,2.0,4:59,Welterweight
Carlos Condit,170,Kyle Jensen,WIN,Submission,1.0,2:10,Welterweight
Carlos Condit,170,Jake Shields,LOSS,Decision,3.0,5:00,Welterweight
Chris Condo,335,Ron Waterman,LOSS,KO/TKO,1.0,0:28,Unknown
Montserrat Conejo,115,Amanda Lemos,LOSS,KO/TKO,1.0,0:35,Strawweight
Montserrat Conejo,115,Cheyanne Vlismas,WIN,Decision,3.0,5:00,Strawweight
Tristan Connelly,145,Darren Elkins,LOSS,Decision,3.0,5:00,Featherweight
Tristan Connelly,145,Pat Sabatini,LOSS,Decision,3.0,5:00,Featherweight
Tristan Connelly,145,Michel Pereira,WIN,Decision,3.0,5:00,Featherweight
Marcos Conrado Jr.,220,Augusto Sakai,LOSS,KO/TKO,2.0,3:09,Heavyweight
Jeremiah Constant,240,Cain Velasquez,LOSS,KO/TKO,1.0,4:00,Heavyweight
Bob Cook,170,Tiki Ghosn,WIN,Submission,2.0,1:29,Welterweight
Mike Cook,205,Scott Lighty,LOSS,KO/TKO,1.0,2:05,Light Heavyweight
Mike Cook,205,Daniel Puder,LOSS,Submission,2.0,2:31,Light Heavyweight
Mike Cook,205,Carlton Jones,WIN,KO/TKO,2.0,2:03,Light Heavyweight
Chad Cook,205,Artenus Young,LOSS,Decision,3.0,3:00,Light Heavyweight
TJ Cook,205,Ovince Saint Preux,LOSS,KO/TKO,3.0,0:20,Light Heavyweight
TJ Cook,205,Trevor Smith,LOSS,Submission,1.0,4:28,Light Heavyweight
TJ Cook,205,Lionel Lanham,WIN,KO/TKO,1.0,4:59,Light Heavyweight
Dewey Cooper,205,Adam Smith,WIN,Decision,3.0,3:00,Light Heavyweight
Brett Cooper,170,Patrick Speight,WIN,KO/TKO,2.0,4:39,Welterweight
Bill Cooper,155,Matt Ricehouse,LOSS,Decision,3.0,5:00,Lightweight
Bill Cooper,155,Maka Watson,WIN,Submission,1.0,2:39,Lightweight
Amanda Cooper,115,Ashley Yoder,LOSS,Decision,3.0,5:00,Strawweight
Amanda Cooper,115,Mackenzie Dern,LOSS,Submission,1.0,2:27,Strawweight
Amanda Cooper,115,Angela Magana,WIN,KO/TKO,2.0,4:34,Strawweight
Amanda Cooper,115,Cynthia Calvillo,LOSS,Submission,1.0,3:19,Strawweight
Amanda Cooper,115,Anna Elmose,WIN,Decision,3.0,5:00,Strawweight
Amanda Cooper,115,Tatiana Suarez,LOSS,Submission,1.0,3:43,Strawweight
Kit Cope,170,Rob McCullough,LOSS,Submission,1.0,2:53,Welterweight
Kit Cope,170,Kenny Florian,LOSS,Submission,2.0,0:37,Welterweight
Kit Cope,170,Tiki Ghosn,LOSS,KO/TKO,2.0,5:00,Welterweight
Chris Cope,170,Matt Brown,LOSS,KO/TKO,2.0,1:19,Welterweight
Chris Cope,170,Che Mills,LOSS,KO/TKO,1.0,0:40,Welterweight
Chris Cope,170,Chuck O'Neil,WIN,Decision,3.0,5:00,Welterweight
Chris Cope,170,Ron Keslar,WIN,KO/TKO,2.0,4:32,Welterweight
Josh Copeland,265,Jared Rosholt,LOSS,KO/TKO,3.0,3:12,Heavyweight
Josh Copeland,265,Ruslan Magomedov,LOSS,Decision,3.0,5:00,Heavyweight
Michael Cora,170,Sidney Outlaw,LOSS,Decision,3.0,5:00,Welterweight
Akira Corassani,145,Sam Sicilia,LOSS,KO/TKO,1.0,3:26,Featherweight
Akira Corassani,145,Max Holloway,LOSS,KO/TKO,1.0,3:11,Featherweight
Akira Corassani,145,Dustin Poirier,LOSS,KO/TKO,2.0,0:42,Featherweight
Akira Corassani,145,Robert Peralta,WIN,Decision,3.0,5:00,Featherweight
Akira Corassani,145,Andy Ogle,WIN,Decision,3.0,5:00,Featherweight
Muhsin Corbbrey,155,Zachary Micklewright,LOSS,Decision,3.0,5:00,Lightweight
Muhsin Corbbrey,155,Anthony Njokuani,LOSS,KO/TKO,2.0,1:42,Lightweight
Muhsin Corbbrey,155,Nick Diaz,LOSS,KO/TKO,3.0,3:59,Lightweight
Daniel Cormier,235,Stipe Miocic,LOSS,Decision,5.0,5:00,Heavyweight
Daniel Cormier,235,Stipe Miocic,LOSS,KO/TKO,4.0,4:09,Heavyweight
Daniel Cormier,235,Derrick Lewis,WIN,Submission,2.0,2:14,Heavyweight
Daniel Cormier,235,Stipe Miocic,WIN,KO/TKO,1.0,4:33,Heavyweight
Daniel Cormier,235,Volkan Oezdemir,WIN,KO/TKO,2.0,2:00,Heavyweight
Daniel Cormier,235,Anthony Johnson,WIN,Submission,2.0,3:37,Heavyweight
Daniel Cormier,235,Anderson Silva,WIN,Decision,3.0,5:00,Heavyweight
Daniel Cormier,235,Alexander Gustafsson,WIN,Decision,5.0,5:00,Heavyweight
Daniel Cormier,235,Anthony Johnson,WIN,Submission,3.0,2:39,Heavyweight
Daniel Cormier,235,Jon Jones,LOSS,Decision,5.0,5:00,Heavyweight
Daniel Cormier,235,Dan Henderson,WIN,Submission,3.0,3:53,Heavyweight
Daniel Cormier,235,Patrick Cummins,WIN,KO/TKO,1.0,1:19,Heavyweight
Daniel Cormier,235,Roy Nelson,WIN,Decision,3.0,5:00,Heavyweight
Daniel Cormier,235,Frank Mir,WIN,Decision,3.0,5:00,Heavyweight
Daniel Cormier,235,Dion Staring,WIN,KO/TKO,2.0,4:02,Heavyweight
Daniel Cormier,235,Josh Barnett,WIN,Decision,5.0,5:00,Heavyweight
Daniel Cormier,235,Antonio Silva,WIN,KO/TKO,1.0,3:56,Heavyweight
Daniel Cormier,235,Jeff Monson,WIN,Decision,3.0,5:00,Heavyweight
Daniel Cormier,235,Devin Cole,WIN,Decision,3.0,5:00,Heavyweight
Daniel Cormier,235,Jason Riley,WIN,KO/TKO,1.0,1:02,Heavyweight
Daniel Cormier,235,John Devine,WIN,KO/TKO,1.0,1:19,Heavyweight
Daniel Cormier,235,Gary Frazier,WIN,KO/TKO,2.0,3:39,Heavyweight
Clint Coronel,155,Alex Crispin,LOSS,Decision,3.0,5:00,Lightweight
Clint Coronel,155,Billy Evangelista,LOSS,Decision,3.0,5:00,Lightweight
Clint Coronel,155,Juan Miranda,WIN,Submission,2.0,1:43,Lightweight
Bethe Correia,135,Karol Rosa,LOSS,Decision,3.0,5:00,Bantamweight
Bethe Correia,135,Pannie Kianzad,LOSS,Decision,3.0,5:00,Bantamweight
Bethe Correia,135,Sijara Eubanks,WIN,Decision,3.0,5:00,Bantamweight
Bethe Correia,135,Irene Aldana,LOSS,Submission,3.0,3:24,Bantamweight
Bethe Correia,135,Holly Holm,LOSS,KO/TKO,3.0,1:09,Bantamweight
Bethe Correia,135,Jessica Eye,WIN,Decision,3.0,5:00,Bantamweight
Bethe Correia,135,Raquel Pennington,LOSS,Decision,3.0,5:00,Bantamweight
Bethe Correia,135,Ronda Rousey,LOSS,KO/TKO,1.0,0:34,Bantamweight
Bethe Correia,135,Shayna Baszler,WIN,KO/TKO,2.0,1:56,Bantamweight
Bethe Correia,135,Jessamyn Duke,WIN,Decision,3.0,5:00,Bantamweight
Bethe Correia,135,Julie Kedzie,WIN,Decision,3.0,5:00,Bantamweight
Wesley Correira,260,Antonio Silva,LOSS,KO/TKO,1.0,3:49,Heavyweight
Wesley Correira,260,Andrei Arlovski,LOSS,KO/TKO,2.0,1:15,Heavyweight
Wesley Correira,260,David Abbott,WIN,KO/TKO,1.0,2:14,Heavyweight
Wesley Correira,260,Sean Alvarez,WIN,KO/TKO,2.0,1:46,Heavyweight
Wesley Correira,260,Tim Sylvia,LOSS,KO/TKO,2.0,1:43,Heavyweight
Waldo Cortes-Acosta,260,Chase Sherman,WIN,Decision,3.0,5:00,Heavyweight
Waldo Cortes-Acosta,260,Jared Vanderaa,WIN,Decision,3.0,5:00,Heavyweight
Waldo Cortes-Acosta,260,Danilo Suzart,WIN,KO/TKO,1.0,3:40,Heavyweight
Tracy Cortez,125,Melissa Gatto,WIN,Decision,3.0,5:00,Flyweight
Tracy Cortez,125,Justine Kish,WIN,Decision,3.0,5:00,Flyweight
Tracy Cortez,125,Stephanie Egger,WIN,Decision,3.0,5:00,Flyweight
Tracy Cortez,125,Vanessa Melo,WIN,Decision,3.0,5:00,Flyweight
Tracy Cortez,125,Mariya Agapova,WIN,Decision,3.0,5:00,Flyweight
Reyes Cortez,135,Christian Rodriguez,LOSS,Decision,3.0,5:00,Bantamweight
Louis Cosce,170,Trevin Giles,LOSS,Decision,3.0,5:00,Welterweight
Louis Cosce,170,Sasha Palatnikov,LOSS,KO/TKO,3.0,2:47,Welterweight
Louis Cosce,170,Victor Reyna,WIN,KO/TKO,1.0,1:12,Welterweight
Orion Cosce,170,Blood Diamond,WIN,Decision,3.0,5:00,Welterweight
Orion Cosce,170,Phil Rowe,LOSS,KO/TKO,2.0,4:21,Welterweight
Orion Cosce,170,Matt Dixon,WIN,KO/TKO,3.0,4:42,Welterweight
Miguel Cosio,205,Brian Stann,LOSS,KO/TKO,1.0,0:16,Light Heavyweight
Jadson Costa,155,Takanori Gomi,LOSS,KO/TKO,1.0,4:55,Lightweight
Paulo Costa,185,Luke Rockhold,WIN,Decision,3.0,5:00,Middleweight
Paulo Costa,185,Marvin Vettori,LOSS,Decision,5.0,5:00,Middleweight
Paulo Costa,185,Israel Adesanya,LOSS,KO/TKO,2.0,3:59,Middleweight
Paulo Costa,185,Yoel Romero,WIN,Decision,3.0,5:00,Middleweight
Paulo Costa,185,Uriah Hall,WIN,KO/TKO,2.0,2:38,Middleweight
Paulo Costa,185,Johny Hendricks,WIN,KO/TKO,2.0,1:23,Middleweight
Paulo Costa,185,Oluwale Bamgbose,WIN,KO/TKO,2.0,1:06,Middleweight
Paulo Costa,185,Garreth McLellan,WIN,KO/TKO,1.0,1:17,Middleweight
Randy Costa,135,Guido Cannetti,LOSS,Submission,1.0,1:04,Bantamweight
Randy Costa,135,Tony Kelley,LOSS,KO/TKO,2.0,4:15,Bantamweight
Randy Costa,135,Adrian Yanez,LOSS,KO/TKO,2.0,2:11,Bantamweight
Randy Costa,135,Journey Newson,WIN,KO/TKO,1.0,0:41,Bantamweight
Randy Costa,135,Boston Salmon,WIN,KO/TKO,1.0,2:15,Bantamweight
Randy Costa,135,Brandon Davis,LOSS,Submission,2.0,1:12,Bantamweight
Alessandro Costa,125,Amir Albazi,LOSS,KO/TKO,3.0,2:13,Flyweight
Alessandro Costa,125,Juan Andres Luna,WIN,Decision,3.0,5:00,Flyweight
Melquizael Costa,155,Thiago Moises,LOSS,Submission,2.0,4:05,Lightweight
Oscar Cota,230,Nick Maximov,LOSS,Decision,3.0,5:00,Heavyweight
Patrick Cote,170,Thiago Alves,LOSS,Decision,3.0,5:00,Welterweight
Patrick Cote,170,Donald Cerrone,LOSS,KO/TKO,3.0,2:35,Welterweight
Patrick Cote,170,Ben Saunders,WIN,KO/TKO,2.0,1:14,Welterweight
Patrick Cote,170,Joshua Burkman,WIN,KO/TKO,3.0,1:26,Welterweight
Patrick Cote,170,Joe Riggs,WIN,Decision,3.0,5:00,Welterweight
Patrick Cote,170,Stephen Thompson,LOSS,Decision,3.0,5:00,Welterweight
Patrick Cote,170,Kyle Noke,WIN,Decision,3.0,5:00,Welterweight
Patrick Cote,170,Bobby Voelker,WIN,Decision,3.0,5:00,Welterweight
Patrick Cote,170,Cung Le,LOSS,Decision,3.0,5:00,Welterweight
Patrick Cote,170,Tom Lawlor,LOSS,Decision,3.0,5:00,Welterweight
Patrick Cote,170,Alan Belcher,LOSS,Submission,2.0,3:25,Welterweight
Patrick Cote,170,Anderson Silva,LOSS,KO/TKO,3.0,0:39,Welterweight
Patrick Cote,170,Ricardo Almeida,WIN,Decision,3.0,5:00,Welterweight
Patrick Cote,170,Drew McFedries,WIN,KO/TKO,1.0,1:44,Welterweight
Patrick Cote,170,Kendall Grove,WIN,KO/TKO,1.0,4:45,Welterweight
Patrick Cote,170,Jason Day,WIN,KO/TKO,1.0,4:05,Welterweight
Patrick Cote,170,Scott Smith,WIN,Decision,3.0,5:00,Welterweight
Patrick Cote,170,Travis Lutter,LOSS,Submission,1.0,2:18,Welterweight
Patrick Cote,170,Chris Leben,LOSS,Decision,3.0,5:00,Welterweight
Patrick Cote,170,Joe Doerksen,LOSS,Submission,3.0,2:35,Welterweight
Patrick Cote,170,Tito Ortiz,LOSS,Decision,3.0,5:00,Welterweight
Patrick Cote,170,Bill Mahood,WIN,KO/TKO,1.0,0:21,Welterweight
Patrick Cote,170,Steve Vigneault,WIN,KO/TKO,1.0,1:30,Welterweight
JC Cottrell,155,Jason Gonzalez,LOSS,Submission,1.0,3:54,Lightweight
JC Cottrell,155,Michel Prazeres,LOSS,Decision,3.0,5:00,Lightweight
JR Coughran,145,Alex Gilpin,LOSS,Submission,2.0,1:55,Featherweight
Rashad Coulter,205,Hu Yaozong,WIN,Decision,3.0,5:00,Light Heavyweight
Rashad Coulter,205,Chris de la Rocha,LOSS,KO/TKO,2.0,3:53,Light Heavyweight
Rashad Coulter,205,Tai Tuivasa,LOSS,KO/TKO,1.0,4:35,Light Heavyweight
Rashad Coulter,205,Chase Sherman,LOSS,KO/TKO,2.0,3:36,Light Heavyweight
Dave Courchaine,170,Nathan Coy,LOSS,KO/TKO,1.0,1:46,Welterweight
Randy Couture,205,Lyoto Machida,LOSS,KO/TKO,2.0,1:05,Light Heavyweight
Randy Couture,205,James Toney,WIN,Submission,1.0,3:19,Light Heavyweight
