Full Name,Weight,Matchup,Outcome,Method,Round,Time,Weight Class
Cortney Casey,125,Jessica Aguilar,WIN,Decision,3.0,5:00,Flyweight
Cortney Casey,125,Claudia Gadelha,LOSS,Decision,3.0,5:00,Flyweight
Cortney Casey,125,Randa Markos,WIN,Submission,1.0,4:34,Flyweight
Cortney Casey,125,Cristina Stanciu,WIN,KO/TKO,1.0,2:36,Flyweight
Cortney Casey,125,Seo Hee Ham,LOSS,Decision,3.0,5:00,Flyweight
Cortney Casey,125,Joanne Wood,LOSS,Decision,3.0,5:00,Flyweight
Brandon Cash,255,John Devine,LOSS,Submission,1.0,3:05,Heavyweight
Brandon Cash,255,Shane del Rosario,LOSS,Submission,1.0,2:57,Heavyweight
Bendy Casimir,145,Erik Koch,LOSS,Submission,1.0,3:01,Featherweight
Bendy Casimir,145,Ricardo Lamas,LOSS,KO/TKO,1.0,3:43,Featherweight
Dwayne Cason,212,Mark Kerr,LOSS,Submission,1.0,0:53,Heavyweight
Dwayne Cason,212,Houston Dorr,WIN,KO/TKO,1.0,3:43,Heavyweight
Joe Cason,205,Ovince Saint Preux,LOSS,KO/TKO,1.0,1:12,Light Heavyweight
John Castaneda,135,Daniel Santos,LOSS,KO/TKO,2.0,4:28,Bantamweight
John Castaneda,135,Miles Johns,WIN,Submission,3.0,1:38,Bantamweight
John Castaneda,135,Eddie Wineland,WIN,KO/TKO,1.0,4:44,Bantamweight
John Castaneda,135,Nathaniel Wood,LOSS,Decision,3.0,5:00,Bantamweight
John Castaneda,135,Cheyden Leialoha,WIN,Decision,3.0,5:00,Bantamweight
Eric Castile,145,Matt Pedro,LOSS,Submission,2.0,1:08,Featherweight
Gil Castillo,170,Matt Hughes,LOSS,KO/TKO,1.0,5:00,Welterweight
Gil Castillo,170,Chris Brennan,WIN,Decision,3.0,5:00,Welterweight
Gil Castillo,170,Dave Menne,LOSS,Decision,5.0,5:00,Welterweight
Danny Castillo,155,Nik Lentz,LOSS,Decision,3.0,5:00,Lightweight
Danny Castillo,155,Jim Miller,LOSS,Decision,3.0,5:00,Lightweight
Danny Castillo,155,Paul Felder,LOSS,KO/TKO,2.0,2:09,Lightweight
Danny Castillo,155,Tony Ferguson,LOSS,Decision,3.0,5:00,Lightweight
Danny Castillo,155,Charlie Brenneman,WIN,KO/TKO,2.0,0:21,Lightweight
Danny Castillo,155,Edson Barboza,LOSS,Decision,3.0,5:00,Lightweight
Danny Castillo,155,Tim Means,WIN,Decision,3.0,5:00,Lightweight
Danny Castillo,155,Paul Sass,WIN,Decision,3.0,5:00,Lightweight
Danny Castillo,155,Michael Johnson,LOSS,KO/TKO,2.0,1:06,Lightweight
Danny Castillo,155,John Cholish,WIN,Decision,3.0,5:00,Lightweight
Danny Castillo,155,Anthony Njokuani,WIN,Decision,3.0,5:00,Lightweight
Danny Castillo,155,Shamar Bailey,WIN,KO/TKO,1.0,4:52,Lightweight
Danny Castillo,155,Jacob Volkmann,LOSS,Decision,3.0,5:00,Lightweight
Danny Castillo,155,Joe Stevenson,WIN,Decision,3.0,5:00,Lightweight
Danny Castillo,155,Will Kerr,WIN,KO/TKO,1.0,1:25,Lightweight
Danny Castillo,155,Dustin Poirier,WIN,Decision,3.0,5:00,Lightweight
Danny Castillo,155,Anthony Pettis,LOSS,KO/TKO,1.0,2:17,Lightweight
Danny Castillo,155,Shane Roller,LOSS,Submission,3.0,3:32,Lightweight
Danny Castillo,155,Ricardo Lamas,WIN,KO/TKO,2.0,4:15,Lightweight
Danny Castillo,155,Phil Cardella,WIN,Decision,3.0,5:00,Lightweight
Danny Castillo,155,Rafael Dias,WIN,KO/TKO,2.0,2:54,Lightweight
Danny Castillo,155,Donald Cerrone,LOSS,Submission,1.0,1:30,Lightweight
Raul Castillo,185,Yancy Medeiros,LOSS,Decision,3.0,5:00,Middleweight
Raul Castillo,185,Brandon Michaels,WIN,Submission,1.0,1:45,Middleweight
Raul Castillo,185,Andrew Montanez,WIN,KO/TKO,1.0,2:10,Middleweight
Jenna Castillo,125,Charlene Gellner,WIN,KO/TKO,2.0,3:57,Flyweight
Tim Catalfo,235,Tom Erikson,LOSS,Submission,1.0,2:35,Heavyweight
Nick Catone,185,Tom Watson,WIN,Decision,3.0,5:00,Middleweight
Nick Catone,185,TJ Waldburger,LOSS,Submission,2.0,1:04,Middleweight
Nick Catone,185,Chris Camozzi,LOSS,KO/TKO,3.0,1:51,Middleweight
Nick Catone,185,Constantinos Philippou,WIN,Decision,3.0,5:00,Middleweight
Nick Catone,185,Jesse Forbes,WIN,Decision,3.0,5:00,Middleweight
Nick Catone,185,Mark Munoz,LOSS,Decision,3.0,5:00,Middleweight
Nick Catone,185,Tim Credeur,LOSS,Submission,2.0,3:45,Middleweight
Nick Catone,185,Derek Downey,WIN,Submission,2.0,1:15,Middleweight
Luke Caudillo,155,Billy Evangelista,LOSS,Decision,3.0,5:00,Lightweight
Luke Caudillo,155,Marcus Aurelio,LOSS,KO/TKO,1.0,4:29,Lightweight
Luke Caudillo,155,Nate Mohr,LOSS,Decision,3.0,5:00,Lightweight
Gesias Cavalcante,155,Isaac Vallie-Flagg,LOSS,Decision,3.0,5:00,Lightweight
Gesias Cavalcante,155,Bobby Green,WIN,Decision,3.0,5:00,Lightweight
Gesias Cavalcante,155,Josh Thomson,LOSS,Decision,3.0,5:00,Lightweight
Gesias Cavalcante,155,Katsunori Kikuno,WIN,Decision,2.0,5:00,Lightweight
Gesias Cavalcante,155,Tatsuya Kawajiri,LOSS,Decision,2.0,5:00,Lightweight
Gesias Cavalcante,155,Shinya Aoki,LOSS,Decision,2.0,5:00,Lightweight
Rafael Cavalcante,205,Ovince Saint Preux,LOSS,Decision,3.0,5:00,Light Heavyweight
Rafael Cavalcante,205,Patrick Cummins,LOSS,KO/TKO,3.0,0:45,Light Heavyweight
Rafael Cavalcante,205,Ryan Bader,LOSS,Decision,3.0,5:00,Light Heavyweight
Rafael Cavalcante,205,Igor Pokrajac,WIN,KO/TKO,1.0,1:18,Light Heavyweight
Rafael Cavalcante,205,Thiago Silva,LOSS,KO/TKO,1.0,4:29,Light Heavyweight
Rafael Cavalcante,205,Yoel Romero,WIN,KO/TKO,2.0,4:51,Light Heavyweight
Rafael Cavalcante,205,Dan Henderson,LOSS,KO/TKO,3.0,0:50,Light Heavyweight
Rafael Cavalcante,205,Muhammed Lawal,WIN,KO/TKO,3.0,1:14,Light Heavyweight
Rafael Cavalcante,205,Antwain Britt,WIN,KO/TKO,1.0,3:45,Light Heavyweight
Rafael Cavalcante,205,Aaron Rosa,WIN,KO/TKO,2.0,3:25,Light Heavyweight
Rafael Cavalcante,205,Mike Kyle,LOSS,KO/TKO,2.0,4:05,Light Heavyweight
Rafael Cavalcante,205,Travis Galbraith,WIN,KO/TKO,1.0,3:00,Light Heavyweight
Rafael Cavalcante,205,Wayne Cole,WIN,KO/TKO,1.0,2:47,Light Heavyweight
Rafael Cavalcante,205,John Doyle,WIN,KO/TKO,1.0,2:17,Light Heavyweight
Magnus Cedenblad,185,Jack Marshman,LOSS,KO/TKO,2.0,3:40,Middleweight
Magnus Cedenblad,185,Garreth McLellan,WIN,KO/TKO,2.0,0:47,Middleweight
Magnus Cedenblad,185,Scott Askham,WIN,Decision,3.0,5:00,Middleweight
Magnus Cedenblad,185,Krzysztof Jotko,WIN,Submission,2.0,4:59,Middleweight
Magnus Cedenblad,185,Jared Hamman,WIN,Submission,1.0,0:57,Middleweight
Magnus Cedenblad,185,Francis Carmont,LOSS,Submission,2.0,1:42,Middleweight
Yosdenis Cedeno,155,Cody Pfister,LOSS,Decision,3.0,5:00,Lightweight
Yosdenis Cedeno,155,Chad Laprise,LOSS,Decision,3.0,5:00,Lightweight
Yosdenis Cedeno,155,Jerrod Sanders,WIN,KO/TKO,1.0,5:00,Lightweight
Yosdenis Cedeno,155,Ernest Chavez,LOSS,Decision,3.0,5:00,Lightweight
Henry Cejudo,135,Dominick Cruz,WIN,KO/TKO,2.0,4:58,Bantamweight
Henry Cejudo,135,Marlon Moraes,WIN,KO/TKO,3.0,4:51,Bantamweight
Henry Cejudo,135,TJ Dillashaw,WIN,KO/TKO,1.0,0:32,Bantamweight
Henry Cejudo,135,Demetrious Johnson,WIN,Decision,5.0,5:00,Bantamweight
Henry Cejudo,135,Sergio Pettis,WIN,Decision,3.0,5:00,Bantamweight
Henry Cejudo,135,Wilson Reis,WIN,KO/TKO,2.0,0:25,Bantamweight
Henry Cejudo,135,Joseph Benavidez,LOSS,Decision,3.0,5:00,Bantamweight
Henry Cejudo,135,Demetrious Johnson,LOSS,KO/TKO,1.0,2:49,Bantamweight
Henry Cejudo,135,Jussier Formiga,WIN,Decision,3.0,5:00,Bantamweight
Henry Cejudo,135,Chico Camus,WIN,Decision,3.0,5:00,Bantamweight
Henry Cejudo,135,Chris Cariaso,WIN,Decision,3.0,5:00,Bantamweight
Henry Cejudo,135,Dustin Kimura,WIN,Decision,3.0,5:00,Bantamweight
Adam Cella,170,Tor Troeng,LOSS,Submission,1.0,3:11,Welterweight
Vinicius Cenci,155,Sam Patterson,LOSS,Submission,2.0,4:18,Lightweight
Donald Cerrone,155,Jim Miller,LOSS,Submission,2.0,1:32,Lightweight
Donald Cerrone,155,Alex Morono,LOSS,KO/TKO,1.0,4:40,Lightweight
Donald Cerrone,155,Anthony Pettis,LOSS,Decision,3.0,5:00,Lightweight
Donald Cerrone,155,Conor McGregor,LOSS,KO/TKO,1.0,0:40,Lightweight
Donald Cerrone,155,Justin Gaethje,LOSS,KO/TKO,1.0,4:18,Lightweight
Donald Cerrone,155,Tony Ferguson,LOSS,KO/TKO,2.0,5:00,Lightweight
Donald Cerrone,155,Al Iaquinta,WIN,Decision,5.0,5:00,Lightweight
Donald Cerrone,155,Alexander Hernandez,WIN,KO/TKO,2.0,3:43,Lightweight
Donald Cerrone,155,Mike Perry,WIN,Submission,1.0,4:46,Lightweight
Donald Cerrone,155,Leon Edwards,LOSS,Decision,5.0,5:00,Lightweight
Donald Cerrone,155,Yancy Medeiros,WIN,KO/TKO,1.0,4:58,Lightweight
Donald Cerrone,155,Darren Till,LOSS,KO/TKO,1.0,4:20,Lightweight
Donald Cerrone,155,Robbie Lawler,LOSS,Decision,3.0,5:00,Lightweight
Donald Cerrone,155,Jorge Masvidal,LOSS,KO/TKO,2.0,1:00,Lightweight
Donald Cerrone,155,Matt Brown,WIN,KO/TKO,3.0,0:34,Lightweight
Donald Cerrone,155,Rick Story,WIN,KO/TKO,2.0,2:02,Lightweight
Donald Cerrone,155,Patrick Cote,WIN,KO/TKO,3.0,2:35,Lightweight
Donald Cerrone,155,Alex Oliveira,WIN,Submission,1.0,2:33,Lightweight
Donald Cerrone,155,Rafael Dos Anjos,LOSS,KO/TKO,1.0,1:06,Lightweight
Donald Cerrone,155,John Makdessi,WIN,KO/TKO,2.0,4:44,Lightweight
Donald Cerrone,155,Benson Henderson,WIN,Decision,3.0,5:00,Lightweight
Donald Cerrone,155,Myles Jury,WIN,Decision,3.0,5:00,Lightweight
Donald Cerrone,155,Eddie Alvarez,WIN,Decision,3.0,5:00,Lightweight
Donald Cerrone,155,Jim Miller,WIN,KO/TKO,2.0,3:31,Lightweight
Donald Cerrone,155,Edson Barboza,WIN,Submission,1.0,3:15,Lightweight
Donald Cerrone,155,Adriano Martins,WIN,KO/TKO,1.0,4:40,Lightweight
Donald Cerrone,155,Evan Dunham,WIN,Submission,2.0,3:49,Lightweight
Donald Cerrone,155,Rafael Dos Anjos,LOSS,Decision,3.0,5:00,Lightweight
Donald Cerrone,155,KJ Noons,WIN,Decision,3.0,5:00,Lightweight
Donald Cerrone,155,Anthony Pettis,LOSS,KO/TKO,1.0,2:35,Lightweight
Donald Cerrone,155,Melvin Guillard,WIN,KO/TKO,1.0,1:16,Lightweight
Donald Cerrone,155,Jeremy Stephens,WIN,Decision,3.0,5:00,Lightweight
Donald Cerrone,155,Nate Diaz,LOSS,Decision,3.0,5:00,Lightweight
Donald Cerrone,155,Dennis Siver,WIN,Submission,1.0,2:22,Lightweight
Donald Cerrone,155,Charles Oliveira,WIN,KO/TKO,1.0,3:01,Lightweight
Donald Cerrone,155,Vagner Rocha,WIN,Decision,3.0,5:00,Lightweight
Donald Cerrone,155,Paul Kelly,WIN,Submission,2.0,3:48,Lightweight
Donald Cerrone,155,Chris Horodecki,WIN,Submission,2.0,2:43,Lightweight
Donald Cerrone,155,Jamie Varner,WIN,Decision,3.0,5:00,Lightweight
Donald Cerrone,155,Benson Henderson,LOSS,Submission,1.0,1:57,Lightweight
Donald Cerrone,155,Ed Ratcliff,WIN,Submission,3.0,3:47,Lightweight
Donald Cerrone,155,Benson Henderson,LOSS,Decision,5.0,5:00,Lightweight
Donald Cerrone,155,James Krause,WIN,Submission,1.0,4:38,Lightweight
Donald Cerrone,155,Jamie Varner,LOSS,Decision,5.0,1:48,Lightweight
Donald Cerrone,155,Rob McCullough,WIN,Decision,3.0,5:00,Lightweight
Donald Cerrone,155,Danny Castillo,WIN,Submission,1.0,1:30,Lightweight
Luan Chagas,170,Siyar Bahadurzada,LOSS,KO/TKO,2.0,2:40,Welterweight
Luan Chagas,170,Jim Wallhead,WIN,Submission,2.0,4:48,Welterweight
Luan Chagas,170,Erick Silva,LOSS,Submission,3.0,3:57,Welterweight
Edgar Chairez,125,Clayton Carpenter,LOSS,Decision,3.0,5:00,Flyweight
Ansar Chalangov,170,Josh Koscheck,LOSS,Submission,1.0,3:29,Welterweight
Ansar Chalangov,170,Thiago Alves,LOSS,KO/TKO,1.0,2:25,Welterweight
Alex Chambers,115,Livinha Souza,LOSS,Submission,1.0,1:21,Strawweight
Alex Chambers,115,Nadia Kassem,LOSS,Decision,3.0,5:00,Strawweight
Alex Chambers,115,Paige VanZant,LOSS,Submission,3.0,1:01,Strawweight
Alex Chambers,115,Kailin Curran,WIN,Submission,3.0,3:15,Strawweight
Alex Chambers,115,Aisling Daly,LOSS,Submission,1.0,4:53,Strawweight
Michael Chandler,155,Dustin Poirier,LOSS,Submission,3.0,2:00,Lightweight
Michael Chandler,155,Tony Ferguson,WIN,KO/TKO,2.0,0:17,Lightweight
Michael Chandler,155,Justin Gaethje,LOSS,Decision,3.0,5:00,Lightweight
Michael Chandler,155,Charles Oliveira,LOSS,KO/TKO,2.0,0:19,Lightweight
Michael Chandler,155,Dan Hooker,WIN,KO/TKO,1.0,2:30,Lightweight
Michael Chandler,155,Salvador Woods,WIN,Submission,1.0,0:59,Lightweight
Michael Chandler,155,Rich Bouphanouvong,WIN,KO/TKO,2.0,2:07,Lightweight
Chelsea Chandler,145,Julija Stoliarenko,WIN,KO/TKO,1.0,4:15,Featherweight
Donnie Chappell,178,Tony Fryklund,LOSS,Submission,1.0,1:31,Middleweight
Joe Charles,260,Vitor Belfort,LOSS,Submission,1.0,4:03,Heavyweight
Joe Charles,260,Scott Bessac,WIN,Submission,1.0,4:38,Heavyweight
Joe Charles,260,Dan Severn,LOSS,Submission,1.0,1:38,Heavyweight
Joe Charles,260,Kevin Rosier,WIN,Submission,1.0,0:14,Heavyweight
Ernest Chavez,145,Zubaira Tukhugov,LOSS,KO/TKO,1.0,4:21,Featherweight
Ernest Chavez,145,Elias Silverio,LOSS,Submission,3.0,4:21,Featherweight
Ernest Chavez,145,Yosdenis Cedeno,WIN,Decision,3.0,5:00,Featherweight
Danny Chavez,145,Ricardo Ramos,LOSS,KO/TKO,1.0,1:12,Featherweight
Danny Chavez,145,Jared Gordon,LOSS,Decision,3.0,5:00,Featherweight
Danny Chavez,145,TJ Brown,WIN,Decision,3.0,5:00,Featherweight
Albert Cheng,170,Anying Wang,LOSS,KO/TKO,1.0,5:00,Welterweight
Fabio Cherant,205,Carlos Ulberg,LOSS,Decision,3.0,5:00,Light Heavyweight
Fabio Cherant,205,William Knight,LOSS,KO/TKO,1.0,3:58,Light Heavyweight
Fabio Cherant,205,Alonzo Menifield,LOSS,Submission,1.0,1:11,Light Heavyweight
Fabio Cherant,205,Aleksa Camur,LOSS,KO/TKO,2.0,0:48,Light Heavyweight
Mark Cherico,145,Mike Santiago,LOSS,KO/TKO,1.0,2:59,Featherweight
Macy Chiasson,135,Irene Aldana,LOSS,KO/TKO,3.0,2:21,Bantamweight
Macy Chiasson,135,Norma Dumont,WIN,Decision,3.0,5:00,Bantamweight
Macy Chiasson,135,Raquel Pennington,LOSS,Submission,2.0,3:07,Bantamweight
Macy Chiasson,135,Marion Reneau,WIN,Decision,3.0,5:00,Bantamweight
Macy Chiasson,135,Shanna Young,WIN,Decision,3.0,5:00,Bantamweight
Macy Chiasson,135,Lina Lansberg,LOSS,Decision,3.0,5:00,Bantamweight
Macy Chiasson,135,Sarah Moras,WIN,KO/TKO,2.0,2:22,Bantamweight
Macy Chiasson,135,Gina Mazany,WIN,KO/TKO,1.0,1:49,Bantamweight
Macy Chiasson,135,Pannie Kianzad,WIN,Submission,2.0,2:11,Bantamweight
Michael Chiesa,170,Sean Brady,LOSS,Decision,3.0,5:00,Welterweight
Michael Chiesa,170,Vicente Luque,LOSS,Submission,1.0,3:25,Welterweight
Michael Chiesa,170,Neil Magny,WIN,Decision,5.0,5:00,Welterweight
Michael Chiesa,170,Rafael Dos Anjos,WIN,Decision,3.0,5:00,Welterweight
Michael Chiesa,170,Diego Sanchez,WIN,Decision,3.0,5:00,Welterweight
Michael Chiesa,170,Carlos Condit,WIN,Submission,2.0,0:56,Welterweight
Michael Chiesa,170,Anthony Pettis,LOSS,Submission,2.0,0:52,Welterweight
Michael Chiesa,170,Kevin Lee,LOSS,Submission,1.0,4:37,Welterweight
Michael Chiesa,170,Beneil Dariush,WIN,Submission,2.0,1:20,Welterweight
Michael Chiesa,170,Jim Miller,WIN,Submission,2.0,2:57,Welterweight
Michael Chiesa,170,Mitch Clarke,WIN,Decision,3.0,5:00,Welterweight
Michael Chiesa,170,Joe Lauzon,LOSS,KO/TKO,2.0,2:14,Welterweight
Michael Chiesa,170,Francisco Trinaldo,WIN,Decision,3.0,5:00,Welterweight
Michael Chiesa,170,Colton Smith,WIN,Submission,2.0,1:41,Welterweight
Michael Chiesa,170,Jorge Masvidal,LOSS,Submission,2.0,4:59,Welterweight
Michael Chiesa,170,Anton Kuivanen,WIN,Submission,2.0,2:29,Welterweight
Michael Chiesa,170,Al Iaquinta,WIN,Submission,1.0,2:47,Welterweight
Giga Chikadze,145,Calvin Kattar,LOSS,Decision,5.0,5:00,Featherweight
Giga Chikadze,145,Edson Barboza,WIN,KO/TKO,3.0,1:44,Featherweight
Giga Chikadze,145,Cub Swanson,WIN,KO/TKO,1.0,1:03,Featherweight
Giga Chikadze,145,Jamey Simmons,WIN,KO/TKO,1.0,3:51,Featherweight
Giga Chikadze,145,Omar Morales,WIN,Decision,3.0,5:00,Featherweight
Giga Chikadze,145,Irwin Rivera,WIN,Decision,3.0,5:00,Featherweight
Giga Chikadze,145,Jamall Emmers,WIN,Decision,3.0,5:00,Featherweight
Giga Chikadze,145,Brandon Davis,WIN,Decision,3.0,5:00,Featherweight
Giga Chikadze,145,Austin Springer,LOSS,Submission,3.0,4:10,Featherweight
Khamzat Chimaev,170,Kevin Holland,WIN,Submission,1.0,2:13,Welterweight
Khamzat Chimaev,170,Gilbert Burns,WIN,Decision,3.0,5:00,Welterweight
Khamzat Chimaev,170,Li Jingliang,WIN,Submission,1.0,3:16,Welterweight
Khamzat Chimaev,170,Gerald Meerschaert,WIN,KO/TKO,1.0,0:17,Welterweight
Khamzat Chimaev,170,Rhys McKee,WIN,KO/TKO,1.0,3:09,Welterweight
Khamzat Chimaev,170,John Phillips,WIN,Submission,2.0,1:12,Welterweight
Sako Chivitchian,155,Kyle Watson,LOSS,Decision,3.0,5:00,Lightweight
Mu Bae Choi,230,Sergei Kharitonov,LOSS,KO/TKO,1.0,3:24,Heavyweight
Mu Bae Choi,230,Paulo Cesar Silva,WIN,Submission,1.0,5:47,Heavyweight
Mu Bae Choi,230,Soa Palelei,WIN,Submission,2.0,4:55,Heavyweight
Mu Bae Choi,230,Yoshihisa Yamamoto,WIN,Decision,2.0,5:00,Heavyweight
Mu Bae Choi,230,Yusuke Imamura,WIN,Submission,1.0,4:08,Heavyweight
Hong Man Choi,330,Ikuhisa Minowa,LOSS,Submission,2.0,1:27,Unknown
Hong Man Choi,330,Jose Canseco,WIN,KO/TKO,1.0,1:17,Unknown
Hong Man Choi,330,Mirko Filipovic,LOSS,KO/TKO,1.0,6:32,Unknown
Hong Man Choi,330,Fedor Emelianenko,LOSS,Submission,1.0,1:54,Unknown
Dooho Choi,145,Charles Jourdain,LOSS,KO/TKO,2.0,4:32,Featherweight
Dooho Choi,145,Jeremy Stephens,LOSS,KO/TKO,2.0,2:36,Featherweight
Dooho Choi,145,Cub Swanson,LOSS,Decision,3.0,5:00,Featherweight
Dooho Choi,145,Thiago Tavares,WIN,KO/TKO,1.0,2:42,Featherweight
Dooho Choi,145,Sam Sicilia,WIN,KO/TKO,1.0,1:33,Featherweight
Dooho Choi,145,Juan Manuel Puig,WIN,KO/TKO,1.0,0:18,Featherweight
SeungWoo Choi,145,Michael Trizano,LOSS,KO/TKO,1.0,4:51,Featherweight
SeungWoo Choi,145,Josh Culibao,LOSS,Decision,3.0,5:00,Featherweight
SeungWoo Choi,145,Alex Caceres,LOSS,Submission,2.0,3:31,Featherweight
SeungWoo Choi,145,Julian Erosa,WIN,KO/TKO,1.0,1:37,Featherweight
SeungWoo Choi,145,Youssef Zalal,WIN,Decision,3.0,5:00,Featherweight
SeungWoo Choi,145,Suman Mokhtarian,WIN,Decision,3.0,5:00,Featherweight
SeungWoo Choi,145,Gavin Tucker,LOSS,Submission,3.0,3:17,Featherweight
SeungWoo Choi,145,Movsar Evloev,LOSS,Decision,3.0,5:00,Featherweight
SeungGuk Choi,125,HyunSung Park,LOSS,Submission,3.0,3:11,Flyweight
SeungGuk Choi,125,Qiu Lun,WIN,Decision,3.0,5:00,Flyweight
SeungGuk Choi,125,Rama Supandhi,WIN,Decision,3.0,5:00,Flyweight
John Cholish,155,Gleison Tibau,LOSS,Submission,2.0,2:34,Lightweight
John Cholish,155,Danny Castillo,LOSS,Decision,3.0,5:00,Lightweight
John Cholish,155,Mitch Clarke,WIN,KO/TKO,2.0,4:36,Lightweight
John Cholish,155,Marc Stevens,WIN,Submission,2.0,3:57,Lightweight
Ryo Chonan,170,Hayato Sakurai,LOSS,Decision,3.0,5:00,Welterweight
Ryo Chonan,170,Andrews Nakahara,WIN,Decision,2.0,5:00,Welterweight
Ryo Chonan,170,TJ Grant,LOSS,Decision,3.0,5:00,Welterweight
Ryo Chonan,170,Brad Blackburn,LOSS,Decision,3.0,5:00,Welterweight
Ryo Chonan,170,Roan Carneiro,WIN,Decision,3.0,5:00,Welterweight
Ryo Chonan,170,Karo Parisyan,LOSS,Decision,3.0,5:00,Welterweight
Ryo Chonan,170,Paulo Filho,LOSS,Submission,1.0,2:30,Welterweight
Ryo Chonan,170,Joey Villasenor,WIN,Decision,2.0,5:00,Welterweight
Ryo Chonan,170,Dan Henderson,LOSS,KO/TKO,1.0,0:22,Welterweight
Ryo Chonan,170,Phil Baroni,LOSS,KO/TKO,1.0,1:40,Welterweight
Ryo Chonan,170,Antonio Schembri,WIN,Decision,2.0,5:00,Welterweight
Ryo Chonan,170,Anderson Silva,WIN,Submission,3.0,3:08,Welterweight
Ryo Chonan,170,Carlos Newton,WIN,Decision,2.0,5:00,Welterweight
Ryo Chonan,170,Ricardo Almeida,LOSS,Decision,2.0,5:00,Welterweight
Katlyn Chookagian,125,Manon Fiorot,LOSS,Decision,3.0,5:00,Flyweight
Katlyn Chookagian,125,Amanda Ribas,WIN,Decision,3.0,5:00,Flyweight
Katlyn Chookagian,125,Jennifer Maia,WIN,Decision,3.0,5:00,Flyweight
Katlyn Chookagian,125,Viviane Araujo,WIN,Decision,3.0,5:00,Flyweight
Katlyn Chookagian,125,Cynthia Calvillo,WIN,Decision,3.0,5:00,Flyweight
Katlyn Chookagian,125,Jessica Andrade,LOSS,KO/TKO,1.0,4:55,Flyweight
Katlyn Chookagian,125,Antonina Shevchenko,WIN,Decision,3.0,5:00,Flyweight
Katlyn Chookagian,125,Valentina Shevchenko,LOSS,KO/TKO,3.0,1:03,Flyweight
Katlyn Chookagian,125,Jennifer Maia,WIN,Decision,3.0,5:00,Flyweight
Katlyn Chookagian,125,Joanne Wood,WIN,Decision,3.0,5:00,Flyweight
Katlyn Chookagian,125,Jessica Eye,LOSS,Decision,3.0,5:00,Flyweight
Katlyn Chookagian,125,Alexis Davis,WIN,Decision,3.0,5:00,Flyweight
Katlyn Chookagian,125,Mara Romero Borella,WIN,Decision,3.0,5:00,Flyweight
Katlyn Chookagian,125,Irene Aldana,WIN,Decision,3.0,5:00,Flyweight
Katlyn Chookagian,125,Liz Carmouche,LOSS,Decision,3.0,5:00,Flyweight
Katlyn Chookagian,125,Lauren Murphy,WIN,Decision,3.0,5:00,Flyweight
Will Chope,145,Max Holloway,LOSS,KO/TKO,2.0,2:27,Featherweight
Joachim Christensen,205,Dominick Reyes,LOSS,KO/TKO,1.0,0:29,Light Heavyweight
Joachim Christensen,205,Gadzhimurad Antigulov,LOSS,Submission,1.0,2:21,Light Heavyweight
Joachim Christensen,205,Bojan Mihajlovic,WIN,KO/TKO,3.0,2:05,Light Heavyweight
Joachim Christensen,205,Henrique da Silva,LOSS,Submission,2.0,4:43,Light Heavyweight
Dan Christison,265,Frank Mir,LOSS,Decision,3.0,5:00,Heavyweight
Dan Christison,265,Brad Imes,WIN,Submission,3.0,3:37,Heavyweight
Anthony Christodoulou,155,Scott Holtzman,LOSS,Submission,3.0,2:40,Lightweight
Anthony Christodoulou,155,Mairbek Taisumov,LOSS,KO/TKO,2.0,0:38,Lightweight
Murad Chunkaiev,185,Murilo Rua,LOSS,Submission,1.0,3:31,Middleweight
Cameron Church,155,Sherrard Blackledge,LOSS,Decision,3.0,5:00,Lightweight
Mike Ciesnolevicz,235,Tomasz Drwal,LOSS,KO/TKO,1.0,4:48,Heavyweight
Mike Ciesnolevicz,235,Neil Grove,WIN,Submission,1.0,1:03,Heavyweight
Hannah Cifers,115,Mallory Martin,LOSS,Submission,2.0,1:33,Strawweight
Hannah Cifers,115,Mariya Agapova,LOSS,Submission,1.0,2:42,Strawweight
Hannah Cifers,115,Mackenzie Dern,LOSS,Submission,1.0,2:36,Strawweight
Hannah Cifers,115,Angela Hill,LOSS,KO/TKO,2.0,4:26,Strawweight
Hannah Cifers,115,Jodie Esquibel,WIN,Decision,3.0,5:00,Strawweight
Hannah Cifers,115,Polyana Viana,WIN,Decision,3.0,5:00,Strawweight
Hannah Cifers,115,Maycee Barber,LOSS,KO/TKO,2.0,2:01,Strawweight
Branko Cikatic,215,Maurice Smith,LOSS,Submission,1.0,7:33,Heavyweight
Nikolajus Cilkinas,--,Alistair Overeem,LOSS,Submission,1.0,1:42,Unknown
Misha Cirkunov,205,Alonzo Menifield,LOSS,KO/TKO,1.0,1:28,Light Heavyweight
Misha Cirkunov,205,Wellington Turman,LOSS,Submission,2.0,1:29,Light Heavyweight
Misha Cirkunov,205,Krzysztof Jotko,LOSS,Decision,3.0,5:00,Light Heavyweight
Misha Cirkunov,205,Ryan Spann,LOSS,KO/TKO,1.0,1:11,Light Heavyweight
Misha Cirkunov,205,Jimmy Crute,WIN,Submission,1.0,3:38,Light Heavyweight
Misha Cirkunov,205,Johnny Walker,LOSS,KO/TKO,1.0,0:36,Light Heavyweight
Misha Cirkunov,205,Patrick Cummins,WIN,Submission,1.0,2:40,Light Heavyweight
Misha Cirkunov,205,Glover Teixeira,LOSS,KO/TKO,1.0,2:45,Light Heavyweight
Misha Cirkunov,205,Volkan Oezdemir,LOSS,KO/TKO,1.0,0:28,Light Heavyweight
