Full Name,Weight,Matchup,Outcome,Method,Round,Time,Method Summary,Match Summary,Predicted Match Summary
Sergio Moraes,170 lbs.,Anthony Rocco Martin,LOSS,U-DEC,3.0,5:00,Decision,Anthony Rocco Martin Decision Win,Sergio Moraes Decision Win
Sergio Pettis,125 lbs.,Joseph Benavidez,WIN,S-DEC,3.0,5:00,Decision,Sergio Pettis Decision Win,Sergio Pettis Decision Win
Seth Baczynski,170 lbs.,Thiago Alves,LOSS,U-DEC ,3.0,5:00,Decision,Thiago Alves Decision Win,Thiago Alves KO Win
Seth Petruzelli,205 lbs.,Kevin Ferguson,WIN,KO/TKO,1.0,0:14,KO,Seth Petruzelli KO Win,Kevin Ferguson KO Win
SeungWoo Choi,145 lbs.,Movsar Evloev,LOSS,U-DEC,3.0,5:00,Decision,Movsar Evloev Decision Win,Movsar Evloev Decision Win
Shamar Bailey,155 lbs.,Ryan McGillivray,WIN,U-DEC,3.0,5:00,Decision,Shamar Bailey Decision Win,Shamar Bailey Decision Win
Shamil Abdurakhimov,235 lbs.,Chris Daukaus,LOSS,KO/TKO,2.0,1:23,KO,Chris Daukaus KO Win,Chris Daukaus KO Win
Shana Dobson,125 lbs.,Priscila Cachoeira,LOSS,KO/TKO,1.0,0:40,KO,Priscila Cachoeira KO Win,Priscila Cachoeira KO Win
Shane Burgos,145 lbs.,Edson Barboza,LOSS,KO/TKO ,3.0,1:16,KO,Edson Barboza KO Win,Shane Burgos Decision Win
Shane Campbell,155 lbs.,James Krause,LOSS,U-DEC,3.0,5:00,Decision,James Krause Decision Win,James Krause KO Win
Shane Carwin,265 lbs.,Carlton Jones,WIN,KO/TKO,1.0,2:11,KO,Shane Carwin KO Win,Shane Carwin KO Win
Shane Roller,155 lbs.,TJ Grant,LOSS,SUB,3.0,2:12,Submission,TJ Grant Submission Win,TJ Grant KO Win
Shane Young,145 lbs.,Ludovit Klein,LOSS,KO/TKO,1.0,1:16,KO,Ludovit Klein KO Win,Ludovit Klein Decision Win
Shane del Rosario,250 lbs.,Lavar Johnson,WIN,SUB,1.0,4:31,Submission,Shane del Rosario Submission Win,Lavar Johnson KO Win
Shanna Young,125 lbs.,Stephanie Egger,LOSS,KO/TKO,2.0,2:22,KO,Stephanie Egger KO Win,Stephanie Egger Submission Win
Shannon Gugerty,155 lbs.,Matt Grice,WIN,SUB,1.0,2:36,Submission,Shannon Gugerty Submission Win,Matt Grice Submission Win
Shavkat Rakhmonov,170 lbs.,Carlston Harris,WIN,KO/TKO ,1.0,4:10,KO,Shavkat Rakhmonov KO Win,Shavkat Rakhmonov Submission Win
Shawn Jordan,260 lbs.,Jared Cannonier,WIN,KO/TKO ,1.0,2:57,KO,Shawn Jordan KO Win,Jared Cannonier KO Win
Shayilan Nuerdanbieke,145 lbs.,TJ Brown,WIN,U-DEC,3.0,5:00,Decision,Shayilan Nuerdanbieke Decision Win,TJ Brown Decision Win
Shayna Baszler,135 lbs.,Sara McMann,LOSS,U-DEC,3.0,5:00,Decision,Sara McMann Decision Win,Sara McMann KO Win
Sheymon Moraes,145 lbs.,Julio Arce,WIN,S-DEC,3.0,5:00,Decision,Sheymon Moraes Decision Win,Sheymon Moraes Decision Win
Shinya Aoki,154 lbs.,Eddie Alvarez,WIN,SUB,1.0,1:32,Submission,Shinya Aoki Submission Win,Shinya Aoki Submission Win
Shonie Carter,170 lbs.,Brad Gumm,WIN,U-DEC,2.0,5:00,Decision,Shonie Carter Decision Win,Shonie Carter Decision Win
Shungo Oyama,185 lbs.,Wanderlei Silva,LOSS,KO/TKO,1.0,0:30,KO,Wanderlei Silva KO Win,Wanderlei Silva KO Win
Sijara Eubanks,125 lbs.,Pannie Kianzad,LOSS,U-DEC,3.0,5:00,Decision,Pannie Kianzad Decision Win,Pannie Kianzad Decision Win
Siyar Bahadurzada,170 lbs.,Paulo Thiago,WIN,KO/TKO ,1.0,0:42,KO,Siyar Bahadurzada KO Win,Paulo Thiago Decision Win
Soa Palelei,265 lbs.,Mu Bae Choi,LOSS,SUB,2.0,4:55,Submission,Mu Bae Choi Submission Win,Soa Palelei KO Win
Sodiq Yusuff,145 lbs.,Mike Davis,WIN,U-DEC,3.0,5:00,Decision,Sodiq Yusuff Decision Win,Sodiq Yusuff Decision Win
Song Kenan,170 lbs.,Bobby Nash,WIN,KO/TKO,1.0,0:15,KO,Song Kenan KO Win,Song Kenan KO Win
Song Yadong,135 lbs.,Julio Arce,WIN,KO/TKO,2.0,1:35,KO,Song Yadong KO Win,Song Yadong Decision Win
Spencer Fisher,155 lbs.,Curt Warburton,WIN,U-DEC,3.0,5:00,Decision,Spencer Fisher Decision Win,Curt Warburton Decision Win
Stefan Struve,265 lbs.,Lavar Johnson,WIN,SUB ,1.0,1:05,Submission,Stefan Struve Submission Win,Lavar Johnson KO Win
Stephan Bonnar,205 lbs.,Krzysztof Soszynski,WIN,KO/TKO ,2.0,3:08,KO,Stephan Bonnar KO Win,Stephan Bonnar KO Win
Stephanie Egger,135 lbs.,Jessica-Rose Clark,WIN,SUB ,1.0,3:44,Submission,Stephanie Egger Submission Win,Stephanie Egger Submission Win
Stephen Thompson,170 lbs.,Darren Till,LOSS,U-DEC,5.0,5:00,Decision,Darren Till Decision Win,Darren Till Decision Win
Steve Cantwell,185 lbs.,Cyrille Diabate,LOSS,U-DEC,3.0,5:00,Decision,Cyrille Diabate Decision Win,Cyrille Diabate Decision Win
Steve Garcia,145 lbs.,Maheshate,LOSS,KO/TKO,1.0,1:14,KO,Maheshate KO Win,Steve Garcia KO Win
Steven Peterson,145 lbs.,Benito Lopez,LOSS,S-DEC,3.0,5:00,Decision,Benito Lopez Decision Win,Benito Lopez Decision Win
Steven Siler,145 lbs.,Josh Clopton,WIN,U-DEC,3.0,5:00,Decision,Steven Siler Decision Win,Steven Siler Decision Win
Stevie Ray,155 lbs.,Jessin Ayari,WIN,U-DEC,3.0,5:00,Decision,Stevie Ray Decision Win,Stevie Ray Decision Win
Stipe Miocic,240 lbs.,Alistair Overeem,WIN,KO/TKO ,1.0,4:27,KO,Stipe Miocic KO Win,Stipe Miocic KO Win
Sumudaerji,125 lbs.,Malcolm Gordon,WIN,KO/TKO ,1.0,0:44,KO,Sumudaerji KO Win,Sumudaerji Decision Win
TJ Brown,145 lbs.,Dylan Lockard,WIN,SUB,3.0,2:59,Submission,TJ Brown Submission Win,TJ Brown Submission Win
TJ Dillashaw,135 lbs.,Raphael Assuncao,WIN,U-DEC,3.0,5:00,Decision,TJ Dillashaw Decision Win,Raphael Assuncao Decision Win
TJ Grant,155 lbs.,Evan Dunham,WIN,U-DEC ,3.0,5:00,Decision,TJ Grant Decision Win,Evan Dunham Decision Win
TJ Waldburger,170 lbs.,David Mitchell,WIN,U-DEC,3.0,5:00,Decision,TJ Waldburger Decision Win,TJ Waldburger Decision Win
Tae Hyun Bang,155 lbs.,Jon Tuck,LOSS,SUB,1.0,3:56,Submission,Jon Tuck Submission Win,Tae Hyun Bang Decision Win
Tafon Nchukwi,205 lbs.,Mike Rodriguez,WIN,U-DEC,3.0,5:00,Decision,Tafon Nchukwi Decision Win,Mike Rodriguez KO Win
Tai Tuivasa,264 lbs.,Derrick Lewis,WIN,KO/TKO ,2.0,1:40,KO,Tai Tuivasa KO Win,Tai Tuivasa KO Win
Taila Santos,125 lbs.,Estefani Almeida,WIN,U-DEC,3.0,5:00,Decision,Taila Santos Decision Win,Taila Santos Decision Win
Takanori Gomi,155 lbs.,Fabio Mello,WIN,KO/TKO,1.0,8:07,KO,Takanori Gomi KO Win,Takanori Gomi KO Win
Takashi Sato,170 lbs.,Miguel Baeza,LOSS,SUB,2.0,4:28,Submission,Miguel Baeza Submission Win,Takashi Sato KO Win
Takeya Mizugaki,135 lbs.,Aljamain Sterling,LOSS,SUB,3.0,2:11,Submission,Aljamain Sterling Submission Win,Aljamain Sterling Decision Win
Tamdan McCrory,185 lbs.,Pete Spratt,WIN,SUB,2.0,2:04,Submission,Tamdan McCrory Submission Win,Tamdan McCrory Submission Win
Tanner Boser,205 lbs.,Daniel Spitz,WIN,U-DEC,3.0,5:00,Decision,Tanner Boser Decision Win,Tanner Boser KO Win
Tarec Saffiedine,170 lbs.,Jake Ellenberger,WIN,U-DEC,3.0,5:00,Decision,Tarec Saffiedine Decision Win,Tarec Saffiedine Decision Win
Tatiana Suarez,115 lbs.,Carla Esparza,WIN,KO/TKO,3.0,4:33,KO,Tatiana Suarez KO Win,Tatiana Suarez Submission Win
Tatsuya Kawajiri,145 lbs.,Charles Bennett,WIN,SUB,1.0,2:30,Submission,Tatsuya Kawajiri Submission Win,Tatsuya Kawajiri Submission Win
Tatsuya Mizuno,205 lbs.,Gegard Mousasi,LOSS,SUB,1.0,6:10,Submission,Gegard Mousasi Submission Win,Gegard Mousasi KO Win
Tecia Torres,115 lbs.,Brianna Fortino,WIN,U-DEC,3.0,5:00,Decision,Tecia Torres Decision Win,Tecia Torres Decision Win
Terrance McKinney,155 lbs.,Drew Dober,LOSS,KO/TKO,1.0,3:17,KO,Drew Dober KO Win,Drew Dober KO Win
Terry Etim,155 lbs.,Edward Faaloloto,WIN,SUB ,1.0,0:17,Submission,Terry Etim Submission Win,Terry Etim KO Win
Terry Martin,185 lbs.,Vitor Belfort,LOSS,KO/TKO,2.0,3:12,KO,Vitor Belfort KO Win,Vitor Belfort KO Win
Teruto Ishihara,135 lbs.,Julian Erosa,WIN,KO/TKO,2.0,0:34,KO,Teruto Ishihara KO Win,Julian Erosa Decision Win
Thales Leites,185 lbs.,Drew McFedries,WIN,SUB,1.0,1:18,Submission,Thales Leites Submission Win,Thales Leites Submission Win
Thiago Alves,170 lbs.,Matt Hughes,WIN,KO/TKO,2.0,1:02,KO,Thiago Alves KO Win,Matt Hughes KO Win
Thiago Moises,155 lbs.,Joel Alvarez,LOSS,KO/TKO,1.0,3:01,KO,Joel Alvarez KO Win,Thiago Moises Decision Win
Thiago Santos,205 lbs.,Gerald Meerschaert,WIN,KO/TKO,2.0,2:04,KO,Thiago Santos KO Win,Gerald Meerschaert Submission Win
Thiago Silva,205 lbs.,Rashad Evans,LOSS,U-DEC,3.0,5:00,Decision,Rashad Evans Decision Win,Thiago Silva KO Win
Thiago Tavares,145 lbs.,Robert Peralta,WIN,SUB ,1.0,4:27,Submission,Thiago Tavares Submission Win,Robert Peralta KO Win
Thibault Gouti,155 lbs.,Andrew Holbrook,WIN,KO/TKO,1.0,4:28,KO,Thibault Gouti KO Win,Thibault Gouti KO Win
Thomas Almeida,145 lbs.,Rob Font,LOSS,KO/TKO,2.0,2:24,KO,Rob Font KO Win,Rob Font KO Win
Tiki Ghosn,170 lbs.,Dave Terrel,LOSS,KO/TKO,2.0,1:46,KO,Dave Terrel KO Win,Dave Terrel KO Win
Tim Boetsch,185 lbs.,Constantinos Philippou,LOSS,KO/TKO,3.0,2:11,KO,Constantinos Philippou KO Win,Tim Boetsch Decision Win
Tim Credeur,185 lbs.,Nick Catone,WIN,SUB,2.0,3:45,Submission,Tim Credeur Submission Win,Nick Catone Decision Win
Tim Elliott,125 lbs.,Ryan Benoit,WIN,U-DEC,3.0,5:00,Decision,Tim Elliott Decision Win,Tim Elliott Decision Win
Tim Hague,260 lbs.,Chris Tuchscherer,LOSS,M-DEC,3.0,5:00,Decision,Chris Tuchscherer Decision Win,Tim Hague KO Win
Tim Kennedy,185 lbs.,Rafael Natal,WIN,KO/TKO ,1.0,4:40,KO,Tim Kennedy KO Win,Rafael Natal Decision Win
Tim Means,170 lbs.,John Howard,WIN,KO/TKO ,2.0,0:21,KO,Tim Means KO Win,John Howard Decision Win
Tim Sylvia,265 lbs.,Randy Couture,LOSS,U-DEC,5.0,5:00,Decision,Randy Couture Decision Win,Tim Sylvia KO Win
Timothy Johnson,265 lbs.,Shamil Abdurakhimov,WIN,KO/TKO ,1.0,4:57,KO,Timothy Johnson KO Win,Shamil Abdurakhimov Decision Win
Tito Ortiz,205 lbs.,Evan Tanner,WIN,KO/TKO,1.0,0:32,KO,Tito Ortiz KO Win,Tito Ortiz KO Win
Todd Duffee,260 lbs.,Philip De Fries,WIN,KO/TKO ,1.0,2:04,KO,Todd Duffee KO Win,Todd Duffee KO Win
Todd Moore,170 lbs.,Shinya Aoki,LOSS,SUB,1.0,1:10,Submission,Shinya Aoki Submission Win,Shinya Aoki Submission Win
Tom Aspinall,256 lbs.,Serghei Spivac,WIN,KO/TKO ,1.0,2:30,KO,Tom Aspinall KO Win,Tom Aspinall KO Win
Tom Breese,185 lbs.,Luiz Dutra,WIN,KO/TKO,1.0,4:58,KO,Tom Breese KO Win,Tom Breese KO Win
Tom Erikson,280 lbs.,Matt Skelton,WIN,SUB,1.0,1:51,Submission,Tom Erikson Submission Win,Tom Erikson Submission Win
Tom Lawlor,205 lbs.,Michael Kuiper,WIN,SUB,2.0,1:05,Submission,Tom Lawlor Submission Win,Tom Lawlor Submission Win
Tom Watson,185 lbs.,Brad Tavares,LOSS,S-DEC,3.0,5:00,Decision,Brad Tavares Decision Win,Brad Tavares Decision Win
Tomasz Drwal,205 lbs.,Drew McFedries,WIN,SUB,2.0,1:03,Submission,Tomasz Drwal Submission Win,Drew McFedries KO Win
Tony DeSouza,170 lbs.,Steve Berger,WIN,U-DEC,3.0,5:00,Decision,Tony DeSouza Decision Win,Tony DeSouza Decision Win
Tony Ferguson,155 lbs.,Katsunori Kikuno,WIN,KO/TKO,1.0,4:06,KO,Tony Ferguson KO Win,Tony Ferguson KO Win
Tony Fryklund,185 lbs.,Donnie Chappell,WIN,SUB,1.0,1:31,Submission,Tony Fryklund Submission Win,Tony Fryklund Submission Win
Tony Gravely,135 lbs.,Ray Rodriguez,WIN,KO/TKO,3.0,2:16,KO,Tony Gravely KO Win,Tony Gravely Submission Win
Tonya Evinger,135 lbs.,Cristiane Justino,LOSS,KO/TKO,3.0,1:56,KO,Cristiane Justino KO Win,Cristiane Justino KO Win
Tra Telligman,233 lbs.,Vitor Belfort,LOSS,KO/TKO,1.0,1:17,KO,Vitor Belfort KO Win,Vitor Belfort KO Win
Tracy Cortez,125 lbs.,Stephanie Egger,WIN,U-DEC,3.0,5:00,Decision,Tracy Cortez Decision Win,Tracy Cortez Decision Win
Travis Browne,255 lbs.,Cain Velasquez,LOSS,KO/TKO,1.0,4:57,KO,Cain Velasquez KO Win,Cain Velasquez KO Win
Travis Lutter,185 lbs.,Patrick Cote,WIN,SUB ,1.0,2:18,Submission,Travis Lutter Submission Win,Patrick Cote KO Win
Trevin Giles,170 lbs.,Michael Morales,LOSS,KO/TKO,1.0,4:06,KO,Michael Morales KO Win,Michael Morales KO Win
Trevin Jones,135 lbs.,Javid Basharat,LOSS,U-DEC,3.0,5:00,Decision,Javid Basharat Decision Win,Javid Basharat Decision Win
Trevor Prangley,185 lbs.,Tim Kennedy,LOSS,SUB,1.0,3:35,Submission,Tim Kennedy Submission Win,Tim Kennedy Decision Win
Trevor Smith,185 lbs.,Chris Camozzi,WIN,U-DEC,3.0,5:00,Decision,Trevor Smith Decision Win,Trevor Smith Decision Win
Tsuyoshi Kohsaka,225 lbs.,Kimo Leopoldo,WIN,U-DEC,2.0,3:00,Decision,Tsuyoshi Kohsaka Decision Win,Kimo Leopoldo KO Win
Tucker Lutz,145 lbs.,Kevin Aguilar,WIN,U-DEC,3.0,5:00,Decision,Tucker Lutz Decision Win,Tucker Lutz Decision Win
Tyron Woodley,170 lbs.,Jake Shields,LOSS,S-DEC,3.0,5:00,Decision,Jake Shields Decision Win,Jake Shields Decision Win
Tyson Griffin,145 lbs.,Takanori Gomi,LOSS,KO/TKO,1.0,1:04,KO,Takanori Gomi KO Win,Takanori Gomi Decision Win
Tyson Nam,125 lbs.,Sergio Pettis,LOSS,U-DEC,3.0,5:00,Decision,Sergio Pettis Decision Win,Sergio Pettis Decision Win
Tyson Pedro,205 lbs.,Khalil Rountree Jr.,WIN,SUB ,1.0,4:07,Submission,Tyson Pedro Submission Win,Tyson Pedro KO Win
Uriah Hall,185 lbs.,Anderson Silva,WIN,KO/TKO,4.0,1:24,KO,Uriah Hall KO Win,Anderson Silva KO Win
Urijah Faber,135 lbs.,Eddie Wineland,WIN,U-DEC,3.0,5:00,Decision,Urijah Faber Decision Win,Eddie Wineland KO Win
Vagner Rocha,155 lbs.,Cody McKenzie,WIN,SUB,2.0,3:49,Submission,Vagner Rocha Submission Win,Cody McKenzie Decision Win
Valentijn Overeem,230 lbs.,Gary Goodridge,LOSS,KO/TKO,1.0,2:39,KO,Gary Goodridge KO Win,Gary Goodridge KO Win
Valentina Shevchenko,125 lbs.,Jessica Andrade,WIN,KO/TKO,2.0,3:19,KO,Valentina Shevchenko KO Win,Valentina Shevchenko Decision Win
Valerie Letourneau,115 lbs.,Joanna Jedrzejczyk,LOSS,U-DEC,5.0,5:00,Decision,Joanna Jedrzejczyk Decision Win,Joanna Jedrzejczyk Decision Win
Vanessa Demopoulos,115 lbs.,Silvana Gomez Juarez,WIN,SUB ,1.0,2:25,Submission,Vanessa Demopoulos Submission Win,Vanessa Demopoulos Decision Win
Vaughan Lee,125 lbs.,Chris Cariaso,LOSS,S-DEC,3.0,5:00,Decision,Chris Cariaso Decision Win,Chris Cariaso Decision Win
Vernon White,205 lbs.,Chuck Liddell,LOSS,KO/TKO,1.0,4:05,KO,Chuck Liddell KO Win,Chuck Liddell Decision Win
Veronica Hardy,125 lbs.,Polyana Viana,WIN,SUB ,1.0,1:09,Submission,Veronica Hardy Submission Win,Veronica Hardy Decision Win
Vicente Luque,170 lbs.,Tyron Woodley,WIN,SUB ,1.0,3:56,Submission,Vicente Luque Submission Win,Vicente Luque KO Win
Viktor Pesta,240 lbs.,Derrick Lewis,LOSS,KO/TKO,3.0,1:15,KO,Derrick Lewis KO Win,Derrick Lewis KO Win
Vinc Pichel,155 lbs.,Jim Miller,WIN,U-DEC,3.0,5:00,Decision,Vinc Pichel Decision Win,Vinc Pichel Decision Win
Vince Morales,135 lbs.,Domingo Pilarte,LOSS,SUB,2.0,1:52,Submission,Domingo Pilarte Submission Win,Vince Morales Decision Win
Vinicius Moreira,205 lbs.,Eryk Anders,LOSS,KO/TKO,1.0,1:18,KO,Eryk Anders KO Win,Eryk Anders KO Win
Vinny Magalhaes,205 lbs.,Igor Pokrajac,WIN,SUB,2.0,1:14,Submission,Vinny Magalhaes Submission Win,Igor Pokrajac KO Win
Virna Jandiroba,115 lbs.,Carla Esparza,LOSS,U-DEC,3.0,5:00,Decision,Carla Esparza Decision Win,Carla Esparza Decision Win
Vitor Belfort,185 lbs.,Gegard Mousasi,LOSS,KO/TKO,2.0,2:43,KO,Gegard Mousasi KO Win,Gegard Mousasi KO Win
Vitor Miranda,185 lbs.,Antonio Carlos Junior,LOSS,U-DEC,3.0,5:00,Decision,Antonio Carlos Junior Decision Win,Antonio Carlos Junior Decision Win
Vitor Ribeiro,154 lbs.,Charlie Kohler,WIN,KO/TKO,1.0,3:50,KO,Vitor Ribeiro KO Win,Vitor Ribeiro KO Win
Viviane Araujo,125 lbs.,Talita Bernardo,WIN,KO/TKO,3.0,0:48,KO,Viviane Araujo KO Win,Viviane Araujo Decision Win
Vladimir Matyushenko,205 lbs.,Alexandre Ferreira,WIN,KO/TKO,1.0,2:20,KO,Vladimir Matyushenko KO Win,Vladimir Matyushenko KO Win
Volkan Oezdemir,205 lbs.,Magomed Ankalaev,LOSS,U-DEC,3.0,5:00,Decision,Magomed Ankalaev Decision Win,Magomed Ankalaev KO Win
Wagnney Fabiano,145 lbs.,Clint Godfrey,WIN,U-DEC,3.0,5:00,Decision,Wagnney Fabiano Decision Win,Wagnney Fabiano Decision Win
Walt Harris,250 lbs.,Aleksei Oleinik,WIN,KO/TKO ,1.0,0:12,KO,Walt Harris KO Win,Walt Harris KO Win
Wanderlei Silva,205 lbs.,Cung Le,WIN,KO/TKO ,2.0,4:49,KO,Wanderlei Silva KO Win,Cung Le KO Win
Warlley Alves,170 lbs.,Randy Brown,LOSS,SUB,2.0,1:22,Submission,Randy Brown Submission Win,Randy Brown Decision Win
Wellington Turman,185 lbs.,Karl Roberson,LOSS,S-DEC,3.0,5:00,Decision,Karl Roberson Decision Win,Wellington Turman Submission Win
Wesley Correira,260 lbs.,David Abbott,WIN,KO/TKO,1.0,2:14,KO,Wesley Correira KO Win,David Abbott KO Win
Will Brooks,155 lbs.,Alex Oliveira,LOSS,KO/TKO,3.0,3:30,KO,Alex Oliveira KO Win,Alex Oliveira Submission Win
Will Campuzano,125 lbs.,Damacio Page,LOSS,SUB,1.0,1:02,Submission,Damacio Page Submission Win,Will Campuzano Submission Win
William Knight,205 lbs.,Herdem Alacabek,WIN,KO/TKO,3.0,4:34,KO,William Knight KO Win,William Knight KO Win
Wilson Gouveia,185 lbs.,Jason MacDonald,WIN,KO/TKO,1.0,2:18,KO,Wilson Gouveia KO Win,Wilson Gouveia Submission Win
Wilson Reis,125 lbs.,John Moraga,LOSS,U-DEC,3.0,5:00,Decision,John Moraga Decision Win,Wilson Reis Decision Win
Wu Yanan,135 lbs.,Joselyne Edwards,LOSS,U-DEC,3.0,5:00,Decision,Joselyne Edwards Decision Win,Joselyne Edwards Decision Win
Yair Rodriguez,145 lbs.,Max Holloway,LOSS,U-DEC ,5.0,5:00,Decision,Max Holloway Decision Win,Yair Rodriguez Decision Win
Yan Cabral,155 lbs.,Naoyuki Kotani,WIN,SUB,2.0,3:06,Submission,Yan Cabral Submission Win,Yan Cabral Decision Win
Yan Xiaonan,115 lbs.,Kailin Curran,WIN,U-DEC,3.0,5:00,Decision,Yan Xiaonan Decision Win,Yan Xiaonan Decision Win
Yana Santos,135 lbs.,Cristiane Justino,LOSS,KO/TKO,1.0,3:25,KO,Cristiane Justino KO Win,Cristiane Justino KO Win
Yancy Medeiros,155 lbs.,Donald Cerrone,LOSS,KO/TKO,1.0,4:58,KO,Donald Cerrone KO Win,Donald Cerrone KO Win
Yaotzin Meza,145 lbs.,Damian Stasiak,WIN,U-DEC,3.0,5:00,Decision,Yaotzin Meza Decision Win,Damian Stasiak Decision Win
Yoel Romero,185 lbs.,Luke Rockhold,WIN,KO/TKO,3.0,1:48,KO,Yoel Romero KO Win,Yoel Romero KO Win
Yorgan De Castro,250 lbs.,Greg Hardy,LOSS,U-DEC,3.0,5:00,Decision,Greg Hardy Decision Win,Greg Hardy KO Win
Yoshihiro Akiyama,170 lbs.,Vitor Belfort,LOSS,KO/TKO,1.0,1:52,KO,Vitor Belfort KO Win,Vitor Belfort KO Win
Yoshihisa Yamamoto,220 lbs.,Assuerio Silva,LOSS,KO/TKO,1.0,0:11,KO,Assuerio Silva KO Win,Assuerio Silva KO Win
Yoshiro Maeda,139 lbs.,Kenji Osawa,LOSS,S-DEC,3.0,5:00,Decision,Kenji Osawa Decision Win,Kenji Osawa Decision Win
Yoshiyuki Yoshida,170 lbs.,Brandon Wolff,WIN,SUB,1.0,2:24,Submission,Yoshiyuki Yoshida Submission Win,Yoshiyuki Yoshida Submission Win
Youssef Zalal,135 lbs.,Ilia Topuria,LOSS,U-DEC,3.0,5:00,Decision,Ilia Topuria Decision Win,Ilia Topuria Decision Win
Yuki Kondo,183 lbs.,Kazuhiro Nakamura,LOSS,U-DEC,3.0,5:00,Decision,Kazuhiro Nakamura Decision Win,Kazuhiro Nakamura Decision Win
Yushin Okami,170 lbs.,Alan Belcher,WIN,U-DEC,3.0,5:00,Decision,Yushin Okami Decision Win,Yushin Okami Decision Win
Yuta Sasaki,125 lbs.,Roland Delorme,WIN,SUB ,1.0,1:06,Submission,Yuta Sasaki Submission Win,Roland Delorme Submission Win
Yves Edwards,155 lbs.,Dokonjonosuke Mishima,WIN,SUB,1.0,4:36,Submission,Yves Edwards Submission Win,Yves Edwards Submission Win
Yves Jabouin,135 lbs.,Mike Easton,WIN,U-DEC,3.0,5:00,Decision,Yves Jabouin Decision Win,Yves Jabouin Decision Win
Zabit Magomedsharipov,145 lbs.,Brandon Davis,WIN,SUB,2.0,3:46,Submission,Zabit Magomedsharipov Submission Win,Zabit Magomedsharipov Decision Win
Zach Makovsky,125 lbs.,Scott Jorgensen,WIN,U-DEC,3.0,5:00,Decision,Zach Makovsky Decision Win,Scott Jorgensen Decision Win
Zak Cummings,205 lbs.,Trevin Giles,WIN,SUB,3.0,4:01,Submission,Zak Cummings Submission Win,Trevin Giles Decision Win
Zak Ottow,170 lbs.,Joshua Burkman,WIN,S-DEC,3.0,5:00,Decision,Zak Ottow Decision Win,Zak Ottow Decision Win
Zelg Galesic,185 lbs.,Taiei Kin,WIN,KO/TKO,1.0,1:05,KO,Zelg Galesic KO Win,Taiei Kin Submission Win
Zhalgas Zhumagulov,125 lbs.,Manel Kape,LOSS,KO/TKO,1.0,4:02,KO,Manel Kape KO Win,Manel Kape Decision Win
Zhang Tiequan,155 lbs.,Darren Elkins,LOSS,U-DEC,3.0,5:00,Decision,Darren Elkins Decision Win,Darren Elkins Decision Win
Zhang Weili,115 lbs.,Danielle Taylor,WIN,U-DEC,3.0,5:00,Decision,Zhang Weili Decision Win,Zhang Weili Decision Win
Zubaira Tukhugov,155 lbs.,Douglas Silva de Andrade,WIN,U-DEC,3.0,5:00,Decision,Zubaira Tukhugov Decision Win,Douglas Silva de Andrade Decision Win
