Full Name,Weight,Matchup,Outcome,Method,Round,Time,Method Summary,Match Summary,Predicted Match Summary
Jason Miller,185 lbs.,Kazushi Sakuraba,WIN,SUB,1.0,2:09,Submission,Jason Miller Submission Win,Kazushi Sakuraba Decision Win
Jason Saggo,155 lbs.,Leandro Silva,WIN,S-DEC,3.0,5:00,Decision,Jason Saggo Decision Win,Leandro Silva Decision Win
Jason Von Flue,170 lbs.,Eric Wray,WIN,SUB,2.0,2:22,Submission,Jason Von Flue Submission Win,Jason Von Flue Submission Win
Jason Witt,170 lbs.,Bryan Barberena,WIN,M-DEC ,3.0,5:00,Decision,Jason Witt Decision Win,Bryan Barberena KO Win
Javier Vazquez,145 lbs.,Mackens Semerzier,WIN,SUB,2.0,1:35,Submission,Javier Vazquez Submission Win,Javier Vazquez Submission Win
Jay Hieron,170 lbs.,Georges St-Pierre,LOSS,KO/TKO,1.0,1:42,KO,Georges St-Pierre KO Win,Georges St-Pierre Decision Win
Jeff Curran,135 lbs.,Dustin Neace,WIN,SUB,1.0,1:39,Submission,Jeff Curran Submission Win,Jeff Curran Submission Win
Jeff Monson,247 lbs.,Sergei Kharitonov,WIN,SUB,1.0,1:42,Submission,Jeff Monson Submission Win,Sergei Kharitonov KO Win
Jennifer Maia,125 lbs.,Manon Fiorot,LOSS,U-DEC,3.0,5:00,Decision,Manon Fiorot Decision Win,Manon Fiorot Decision Win
Jens Pulver,145 lbs.,Leonard Garcia,LOSS,KO/TKO,1.0,1:12,KO,Leonard Garcia KO Win,Jens Pulver Decision Win
Jeremy Horn,185 lbs.,Chael Sonnen,WIN,SUB,2.0,1:17,Submission,Jeremy Horn Submission Win,Chael Sonnen Decision Win
Jeremy Stephens,145 lbs.,Cub Swanson,LOSS,U-DEC ,5.0,5:00,Decision,Cub Swanson Decision Win,Cub Swanson Decision Win
Jerome Rivera,125 lbs.,Francisco Figueiredo,LOSS,U-DEC,3.0,5:00,Decision,Francisco Figueiredo Decision Win,Francisco Figueiredo Submission Win
Jerry Bohlander,199 lbs.,Scott Ferrozzo,WIN,SUB,1.0,9:03,Submission,Jerry Bohlander Submission Win,Jerry Bohlander Submission Win
Jess Liaudin,170 lbs.,Marcus Davis,LOSS,KO/TKO,1.0,1:04,KO,Marcus Davis KO Win,Marcus Davis Decision Win
Jesse Ronson,155 lbs.,Kevin Lee,LOSS,S-DEC,3.0,5:00,Decision,Kevin Lee Decision Win,Kevin Lee Decision Win
Jesse Taylor,170 lbs.,Jay Hieron,LOSS,U-DEC,3.0,5:00,Decision,Jay Hieron Decision Win,Jesse Taylor Submission Win
Jessica Aguilar,115 lbs.,Jodie Esquibel,WIN,U-DEC,3.0,5:00,Decision,Jessica Aguilar Decision Win,Jessica Aguilar Decision Win
Jessica Andrade,115 lbs.,Raquel Pennington,WIN,S-DEC,3.0,5:00,Decision,Jessica Andrade Decision Win,Raquel Pennington Decision Win
Jessica Eye,125 lbs.,Cynthia Calvillo,LOSS,U-DEC,5.0,5:00,Decision,Cynthia Calvillo Decision Win,Cynthia Calvillo Decision Win
Jessica Penne,115 lbs.,Karolina Kowalkiewicz,WIN,SUB ,1.0,4:32,Submission,Jessica Penne Submission Win,Karolina Kowalkiewicz Decision Win
Jessica-Rose Clark,135 lbs.,Bec Rawlings,WIN,S-DEC,3.0,5:00,Decision,Jessica-Rose Clark Decision Win,Jessica-Rose Clark Decision Win
Ji Yeon Kim,125 lbs.,Lucie Pudilova,LOSS,U-DEC,3.0,5:00,Decision,Lucie Pudilova Decision Win,Lucie Pudilova Decision Win
Jim Miller,155 lbs.,Nikolas Motta,WIN,KO/TKO,2.0,1:58,KO,Jim Miller KO Win,Nikolas Motta Decision Win
Jimi Manuwa,205 lbs.,Jan Blachowicz,LOSS,U-DEC ,3.0,5:00,Decision,Jan Blachowicz Decision Win,Jan Blachowicz KO Win
Jimmie Rivera,135 lbs.,Petr Yan,LOSS,U-DEC,3.0,5:00,Decision,Petr Yan Decision Win,Jimmie Rivera Decision Win
Jimmy Crute,205 lbs.,Chris Birchler,WIN,KO/TKO,1.0,4:23,KO,Jimmy Crute KO Win,Jimmy Crute KO Win
Jimy Hettes,145 lbs.,Robert Whiteford,WIN,SUB,2.0,2:17,Submission,Jimy Hettes Submission Win,Jimy Hettes Decision Win
Jinh Yu Frey,115 lbs.,Ashley Yoder,WIN,U-DEC,3.0,5:00,Decision,Jinh Yu Frey Decision Win,Jinh Yu Frey Decision Win
Joachim Hansen,150 lbs.,Hiroyuki Takaya,LOSS,KO/TKO,1.0,4:27,KO,Hiroyuki Takaya KO Win,Hiroyuki Takaya Decision Win
Joanna Jedrzejczyk,115 lbs.,Valentina Shevchenko,LOSS,U-DEC,5.0,5:00,Decision,Valentina Shevchenko Decision Win,Joanna Jedrzejczyk Decision Win
Joanne Wood,125 lbs.,Lauren Murphy,LOSS,S-DEC,3.0,5:00,Decision,Lauren Murphy Decision Win,Joanne Wood Decision Win
Joaquim Silva,155 lbs.,Nazareno Malegarie,WIN,S-DEC,3.0,5:00,Decision,Joaquim Silva Decision Win,Joaquim Silva Decision Win
Joaquin Buckley,170 lbs.,Kevin Holland,LOSS,KO/TKO,3.0,0:32,KO,Kevin Holland KO Win,Joaquin Buckley KO Win
Joby Sanchez,135 lbs.,Wilson Reis,LOSS,U-DEC,3.0,5:00,Decision,Wilson Reis Decision Win,Wilson Reis Decision Win
Joe Doerksen,185 lbs.,Tom Lawlor,WIN,SUB,2.0,2:10,Submission,Joe Doerksen Submission Win,Tom Lawlor KO Win
Joe Duffy,155 lbs.,Jake Lindsey,WIN,KO/TKO,1.0,1:47,KO,Joe Duffy KO Win,Joe Duffy KO Win
Joe Lauzon,155 lbs.,Curt Warburton,WIN,SUB ,1.0,1:58,Submission,Joe Lauzon Submission Win,Joe Lauzon Submission Win
Joe Proctor,155 lbs.,Jeremy Larsen,WIN,KO/TKO,1.0,1:59,KO,Joe Proctor KO Win,Joe Proctor KO Win
Joe Riggs,185 lbs.,Luke Stewart,WIN,KO/TKO,2.0,2:05,KO,Joe Riggs KO Win,Luke Stewart KO Win
Joe Solecki,155 lbs.,James Wallace,WIN,SUB,1.0,3:49,Submission,Joe Solecki Submission Win,Joe Solecki Submission Win
Joe Soto,135 lbs.,TJ Dillashaw,LOSS,KO/TKO,5.0,2:20,KO,TJ Dillashaw KO Win,TJ Dillashaw KO Win
Joe Stevenson,145 lbs.,Jeremy Jackson,WIN,KO/TKO,1.0,1:27,KO,Joe Stevenson KO Win,Joe Stevenson Submission Win
Joel Alvarez,155 lbs.,Alexander Yakovlev,WIN,SUB,1.0,3:00,Submission,Joel Alvarez Submission Win,Joel Alvarez Submission Win
Joey Beltran,185 lbs.,Lavar Johnson,LOSS,KO/TKO,1.0,4:24,KO,Lavar Johnson KO Win,Lavar Johnson Decision Win
Joey Villasenor,185 lbs.,Jermaine Andre,LOSS,KO/TKO,1.0,0:21,KO,Jermaine Andre KO Win,Jermaine Andre KO Win
John Albert,135 lbs.,Erik Perez,LOSS,SUB,1.0,4:18,Submission,Erik Perez Submission Win,Erik Perez Submission Win
John Alessio,155 lbs.,Andre Galvao,LOSS,SUB,1.0,7:34,Submission,Andre Galvao Submission Win,Andre Galvao Submission Win
John Castaneda,135 lbs.,Eddie Wineland,WIN,KO/TKO,1.0,4:44,KO,John Castaneda KO Win,Eddie Wineland KO Win
John Dodson,135 lbs.,Jimmie Rivera,LOSS,U-DEC,3.0,5:00,Decision,Jimmie Rivera Decision Win,Jimmie Rivera Decision Win
John Hathaway,170 lbs.,Tom Egan,WIN,KO/TKO,1.0,4:36,KO,John Hathaway KO Win,John Hathaway KO Win
John Howard,170 lbs.,Brian Ebersole,LOSS,S-DEC,3.0,5:00,Decision,Brian Ebersole Decision Win,Brian Ebersole Decision Win
John Lineker,135 lbs.,TJ Dillashaw,LOSS,U-DEC,3.0,5:00,Decision,TJ Dillashaw Decision Win,John Lineker KO Win
John Maguire,155 lbs.,John Hathaway,LOSS,U-DEC,3.0,5:00,Decision,John Hathaway Decision Win,John Hathaway Decision Win
John Makdessi,155 lbs.,Jesus Pinedo,WIN,U-DEC,3.0,5:00,Decision,John Makdessi Decision Win,John Makdessi Decision Win
John Moraga,125 lbs.,Ashkan Mokhtarian,WIN,U-DEC,3.0,5:00,Decision,John Moraga Decision Win,John Moraga Decision Win
John Phillips,185 lbs.,Alen Amedovski,WIN,KO/TKO ,1.0,0:17,KO,John Phillips KO Win,Alen Amedovski Submission Win
Johnny Bedford,135 lbs.,Bryan Caraway,LOSS,SUB,3.0,4:44,Submission,Bryan Caraway Submission Win,Bryan Caraway Submission Win
Johnny Case,155 lbs.,Yan Cabral,WIN,U-DEC,3.0,5:00,Decision,Johnny Case Decision Win,Johnny Case Decision Win
Johnny Eduardo,135 lbs.,Raphael Assuncao,LOSS,U-DEC,3.0,5:00,Decision,Raphael Assuncao Decision Win,Raphael Assuncao Submission Win
Johnny Walker,205 lbs.,Jamahal Hill,LOSS,KO/TKO,1.0,2:55,KO,Jamahal Hill KO Win,Jamahal Hill KO Win
Johny Hendricks,185 lbs.,Amir Sadollah,WIN,KO/TKO,1.0,0:29,KO,Johny Hendricks KO Win,Johny Hendricks Decision Win
Jon Fitch,170 lbs.,Paulo Thiago,WIN,U-DEC,3.0,5:00,Decision,Jon Fitch Decision Win,Jon Fitch Decision Win
Jon Jones,205 lbs.,Ryan Bader,WIN,SUB ,2.0,4:20,Submission,Jon Jones Submission Win,Jon Jones Decision Win
Jon Madsen,240 lbs.,Karlos Vemola,WIN,U-DEC,3.0,5:00,Decision,Jon Madsen Decision Win,Jon Madsen Decision Win
Jon Tuck,155 lbs.,Zhang Tiequan,WIN,U-DEC,3.0,5:00,Decision,Jon Tuck Decision Win,Zhang Tiequan Decision Win
Jonathan Brookins,145 lbs.,Vagner Rocha,WIN,KO/TKO,1.0,1:32,KO,Jonathan Brookins KO Win,Jonathan Brookins Decision Win
Jonathan Goulet,170 lbs.,Jay Hieron,WIN,KO/TKO,3.0,1:05,KO,Jonathan Goulet KO Win,Jay Hieron KO Win
Jonathan Martinez,135 lbs.,Vince Morales,WIN,U-DEC,3.0,5:00,Decision,Jonathan Martinez Decision Win,Jonathan Martinez Decision Win
Jonathan Pearce,145 lbs.,Jacob Rosales,WIN,KO/TKO,3.0,1:50,KO,Jonathan Pearce KO Win,Jonathan Pearce KO Win
Jordan Espinosa,125 lbs.,Nick Urso,WIN,SUB,1.0,1:23,Submission,Jordan Espinosa Submission Win,Jordan Espinosa Submission Win
Jordan Griffin,145 lbs.,TJ Brown,WIN,SUB ,2.0,3:38,Submission,Jordan Griffin Submission Win,TJ Brown Decision Win
Jordan Leavitt,155 lbs.,Luke Flores,WIN,SUB,1.0,4:15,Submission,Jordan Leavitt Submission Win,Jordan Leavitt Submission Win
Jordan Mein,170 lbs.,Belal Muhammad,LOSS,U-DEC,3.0,5:00,Decision,Belal Muhammad Decision Win,Belal Muhammad Decision Win
Jordan Rinaldi,145 lbs.,Gregor Gillespie,LOSS,KO/TKO,1.0,4:46,KO,Gregor Gillespie KO Win,Gregor Gillespie KO Win
Jordan Williams,185 lbs.,Nassourdine Imavov,LOSS,U-DEC,3.0,5:00,Decision,Nassourdine Imavov Decision Win,Nassourdine Imavov Decision Win
Jordan Wright,205 lbs.,Ike Villanueva,WIN,KO/TKO,1.0,1:31,KO,Jordan Wright KO Win,Jordan Wright KO Win
Jorge Gurgel,155 lbs.,Billy Vaughan,WIN,SUB,1.0,0:44,Submission,Jorge Gurgel Submission Win,Jorge Gurgel Submission Win
Jorge Masvidal,170 lbs.,KJ Noons,WIN,U-DEC,3.0,5:00,Decision,Jorge Masvidal Decision Win,Jorge Masvidal Decision Win
Jorge Rivera,185 lbs.,Nate Quarry,WIN,KO/TKO,2.0,0:29,KO,Jorge Rivera KO Win,Nate Quarry KO Win
Jorge Santiago,170 lbs.,Diego Sanchez,LOSS,U-DEC,3.0,5:00,Decision,Diego Sanchez Decision Win,Diego Sanchez Decision Win
Jose Aldo,135 lbs.,Chris Mickle,WIN,KO/TKO,1.0,1:39,KO,Jose Aldo KO Win,Jose Aldo KO Win
Jose Quinonez,135 lbs.,Alejandro Perez,LOSS,U-DEC,3.0,5:00,Decision,Alejandro Perez Decision Win,Jose Quinonez Decision Win
Joselyne Edwards,135 lbs.,Ramona Pascual,WIN,U-DEC,3.0,5:00,Decision,Joselyne Edwards Decision Win,Joselyne Edwards Decision Win
Joseph Benavidez,125 lbs.,Jussier Formiga,WIN,KO/TKO,1.0,3:07,KO,Joseph Benavidez KO Win,Joseph Benavidez Decision Win
Josh Barnett,250 lbs.,Hidehiko Yoshida,WIN,SUB,3.0,3:23,Submission,Josh Barnett Submission Win,Hidehiko Yoshida Submission Win
Josh Emmett,145 lbs.,Dan Ige,WIN,U-DEC,3.0,5:00,Decision,Josh Emmett Decision Win,Josh Emmett Decision Win
Josh Grispi,145 lbs.,Mark Hominick,WIN,SUB,1.0,2:55,Submission,Josh Grispi Submission Win,Mark Hominick Decision Win
Josh Koscheck,170 lbs.,Chris Lytle,WIN,U-DEC,3.0,5:00,Decision,Josh Koscheck Decision Win,Josh Koscheck Decision Win
Josh Neer,170 lbs.,Duane Ludwig,WIN,SUB,1.0,3:04,Submission,Josh Neer Submission Win,Duane Ludwig Decision Win
Josh Parisian,265 lbs.,Greg Rebello,WIN,KO/TKO,1.0,1:31,KO,Josh Parisian KO Win,Josh Parisian KO Win
Josh Samman,185 lbs.,Caio Magalhaes,WIN,SUB ,1.0,2:52,Submission,Josh Samman Submission Win,Caio Magalhaes KO Win
Josh Thomson,155 lbs.,Hermes Franca,WIN,M-DEC,3.0,5:00,Decision,Josh Thomson Decision Win,Josh Thomson Decision Win
Joshua Burkman,170 lbs.,Patrick Cote,LOSS,KO/TKO ,3.0,1:26,KO,Patrick Cote KO Win,Patrick Cote Decision Win
Juan Adams,265 lbs.,Arjan Bhullar,LOSS,U-DEC,3.0,5:00,Decision,Arjan Bhullar Decision Win,Arjan Bhullar Decision Win
Julian Erosa,145 lbs.,Steven Peterson,WIN,S-DEC ,3.0,5:00,Decision,Julian Erosa Decision Win,Julian Erosa Decision Win
Julian Marquez,185 lbs.,Phil Hawes,WIN,KO/TKO,2.0,2:20,KO,Julian Marquez KO Win,Phil Hawes KO Win
Juliana Lima,115 lbs.,Joanna Jedrzejczyk,LOSS,U-DEC,3.0,5:00,Decision,Joanna Jedrzejczyk Decision Win,Joanna Jedrzejczyk Decision Win
Julianna Pena,135 lbs.,Sara McMann,WIN,SUB,3.0,3:39,Submission,Julianna Pena Submission Win,Sara McMann Decision Win
Julie Kedzie,135 lbs.,Miesha Tate,LOSS,SUB,3.0,3:28,Submission,Miesha Tate Submission Win,Miesha Tate Decision Win
Julija Stoliarenko,135 lbs.,Alexis Davis,LOSS,U-DEC,3.0,5:00,Decision,Alexis Davis Decision Win,Alexis Davis Decision Win
Julio Arce,135 lbs.,Song Yadong,LOSS,KO/TKO,2.0,1:35,KO,Song Yadong KO Win,Song Yadong Decision Win
JunYong Park,185 lbs.,Anthony Hernandez,LOSS,SUB,2.0,4:39,Submission,Anthony Hernandez Submission Win,JunYong Park Decision Win
Junior Albini,264 lbs.,Aleksei Oleinik,LOSS,SUB,1.0,1:45,Submission,Aleksei Oleinik Submission Win,Aleksei Oleinik KO Win
Junior Assuncao,145 lbs.,Nate Diaz,LOSS,SUB,1.0,4:10,Submission,Nate Diaz Submission Win,Nate Diaz Submission Win
Junior Dos Santos,238 lbs.,Mirko Filipovic,WIN,KO/TKO,3.0,2:00,KO,Junior Dos Santos KO Win,Mirko Filipovic KO Win
Jussier Formiga,125 lbs.,Deiveson Figueiredo,WIN,U-DEC,3.0,5:00,Decision,Jussier Formiga Decision Win,Deiveson Figueiredo KO Win
Justin Buchholz,155 lbs.,Terry Etim,LOSS,SUB,2.0,2:38,Submission,Terry Etim Submission Win,Terry Etim Submission Win
Justin Edwards,155 lbs.,Clay Harvison,LOSS,S-DEC,3.0,5:00,Decision,Clay Harvison Decision Win,Clay Harvison Decision Win
Justin Eilers,235 lbs.,Brandon Vera,LOSS,KO/TKO,1.0,1:25,KO,Brandon Vera KO Win,Brandon Vera KO Win
Justin Gaethje,155 lbs.,Michael Chandler,WIN,U-DEC ,3.0,5:00,Decision,Justin Gaethje Decision Win,Justin Gaethje KO Win
Justin Jaynes,145 lbs.,Gabriel Benitez,LOSS,KO/TKO,1.0,4:06,KO,Gabriel Benitez KO Win,Justin Jaynes KO Win
Justin Ledet,205 lbs.,Chase Sherman,WIN,U-DEC,3.0,5:00,Decision,Justin Ledet Decision Win,Chase Sherman KO Win
Justin Salas,155 lbs.,Anton Kuivanen,WIN,U-DEC,3.0,5:00,Decision,Justin Salas Decision Win,Justin Salas Decision Win
Justin Scoggins,125 lbs.,Richie Vaculik,WIN,KO/TKO,1.0,4:43,KO,Justin Scoggins KO Win,Justin Scoggins Decision Win
Justin Tafa,264 lbs.,Jared Vanderaa,LOSS,U-DEC ,3.0,5:00,Decision,Jared Vanderaa Decision Win,Justin Tafa KO Win
Justin Wilcox,155 lbs.,Mitsuhiro Ishida,LOSS,SUB,1.0,1:21,Submission,Mitsuhiro Ishida Submission Win,Mitsuhiro Ishida Decision Win
Justin Willis,264 lbs.,Chase Sherman,WIN,U-DEC,3.0,5:00,Decision,Justin Willis Decision Win,Justin Willis Decision Win
Justine Kish,125 lbs.,Nina Nunes,WIN,U-DEC,3.0,5:00,Decision,Justine Kish Decision Win,Nina Nunes Decision Win
KJ Noons,155 lbs.,George Sotiropoulos,WIN,U-DEC,3.0,5:00,Decision,KJ Noons Decision Win,George Sotiropoulos Decision Win
Kai Kara-France,125 lbs.,Cody Garbrandt,WIN,KO/TKO ,1.0,3:21,KO,Kai Kara-France KO Win,Kai Kara-France Decision Win
Kailin Curran,115 lbs.,Paige VanZant,LOSS,KO/TKO ,3.0,2:54,KO,Paige VanZant KO Win,Paige VanZant Decision Win
Kajan Johnson,155 lbs.,Tae Hyun Bang,LOSS,KO/TKO ,3.0,2:01,KO,Tae Hyun Bang KO Win,Kajan Johnson Decision Win
Kalib Starnes,185 lbs.,Chris Leben,WIN,U-DEC ,3.0,5:00,Decision,Kalib Starnes Decision Win,Chris Leben KO Win
Kamal Shalorus,155 lbs.,Jim Miller,LOSS,KO/TKO,3.0,2:15,KO,Jim Miller KO Win,Kamal Shalorus Decision Win
Kamaru Usman,170 lbs.,Jorge Masvidal,WIN,KO/TKO ,2.0,1:02,KO,Kamaru Usman KO Win,Kamaru Usman Decision Win
Karl Roberson,205 lbs.,Brendan Allen,LOSS,SUB,1.0,4:55,Submission,Brendan Allen Submission Win,Brendan Allen Submission Win
Karlos Vemola,185 lbs.,Mike Massenzio,WIN,SUB,2.0,1:07,Submission,Karlos Vemola Submission Win,Mike Massenzio Decision Win
Karo Parisyan,170 lbs.,Ryo Chonan,WIN,U-DEC,3.0,5:00,Decision,Karo Parisyan Decision Win,Karo Parisyan Decision Win
Karol Rosa,145 lbs.,Bethe Correia,WIN,U-DEC,3.0,5:00,Decision,Karol Rosa Decision Win,Karol Rosa Decision Win
Karolina Kowalkiewicz,115 lbs.,Yan Xiaonan,LOSS,U-DEC,3.0,5:00,Decision,Yan Xiaonan Decision Win,Yan Xiaonan Decision Win
Katlyn Chookagian,125 lbs.,Viviane Araujo,WIN,U-DEC,3.0,5:00,Decision,Katlyn Chookagian Decision Win,Katlyn Chookagian Decision Win
Katsunori Kikuno,145 lbs.,Sam Sicilia,WIN,SUB,2.0,1:38,Submission,Katsunori Kikuno Submission Win,Sam Sicilia KO Win
Katsuyori Shibata,168 lbs.,Kazushi Sakuraba,LOSS,SUB,1.0,6:20,Submission,Kazushi Sakuraba Submission Win,Kazushi Sakuraba Submission Win
Kazuhiro Nakamura,205 lbs.,Murilo Bustamante,WIN,U-DEC,3.0,5:00,Decision,Kazuhiro Nakamura Decision Win,Kazuhiro Nakamura Decision Win
Kazuo Misaki,183 lbs.,Joe Riggs,WIN,KO/TKO,2.0,2:29,KO,Kazuo Misaki KO Win,Kazuo Misaki Decision Win
Kazushi Sakuraba,185 lbs.,Jason Miller,LOSS,SUB,1.0,2:09,Submission,Jason Miller Submission Win,Kazushi Sakuraba Decision Win
Kazuyuki Fujita,235 lbs.,Wanderlei Silva,LOSS,KO/TKO,1.0,9:21,KO,Wanderlei Silva KO Win,Wanderlei Silva KO Win
Kazuyuki Miyata,139 lbs.,Luiz Firmino,LOSS,SUB,1.0,7:37,Submission,Luiz Firmino Submission Win,Kazuyuki Miyata Decision Win
Keita Nakamura,170 lbs.,Anthony Rocco Martin,LOSS,U-DEC,3.0,5:00,Decision,Anthony Rocco Martin Decision Win,Anthony Rocco Martin Decision Win
Keith Jardine,185 lbs.,Ryan Bader,LOSS,KO/TKO,3.0,2:10,KO,Ryan Bader KO Win,Ryan Bader Decision Win
Keith Wisniewski,170 lbs.,Josh Neer,LOSS,KO/TKO,2.0,5:00,KO,Josh Neer KO Win,Josh Neer Decision Win
Kelvin Gastelum,185 lbs.,Ian Heinisch,WIN,U-DEC,3.0,5:00,Decision,Kelvin Gastelum Decision Win,Kelvin Gastelum Decision Win
Ken Shamrock,205 lbs.,Rich Franklin,LOSS,KO/TKO,1.0,2:42,KO,Rich Franklin KO Win,Rich Franklin KO Win
Ken Stone,135 lbs.,Donny Walker,WIN,SUB,1.0,2:40,Submission,Ken Stone Submission Win,Donny Walker KO Win
Kendall Grove,185 lbs.,Goran Reljic,WIN,S-DEC,3.0,5:00,Decision,Kendall Grove Decision Win,Kendall Grove Decision Win
Kenichi Yamamoto,170 lbs.,Kevin Randleman,LOSS,KO/TKO,3.0,1:16,KO,Kevin Randleman KO Win,Kenichi Yamamoto Submission Win
Kenji Osawa,135 lbs.,Scott Jorgensen,LOSS,U-DEC,3.0,5:00,Decision,Scott Jorgensen Decision Win,Kenji Osawa Decision Win
Kennedy Nzechukwu,205 lbs.,Nicolae Negumereanu,LOSS,S-DEC,3.0,5:00,Decision,Nicolae Negumereanu Decision Win,Kennedy Nzechukwu KO Win
Kenny Florian,145 lbs.,Joe Stevenson,WIN,SUB,1.0,4:03,Submission,Kenny Florian Submission Win,Kenny Florian Submission Win
Kenny Robertson,170 lbs.,Mike Pierce,LOSS,KO/TKO,2.0,0:29,KO,Mike Pierce KO Win,Mike Pierce Decision Win
Ketlen Vieira,135 lbs.,Miesha Tate,WIN,U-DEC,5.0,5:00,Decision,Ketlen Vieira Decision Win,Ketlen Vieira Decision Win
Kevin Aguilar,155 lbs.,Joey Gomez,WIN,S-DEC,3.0,5:00,Decision,Kevin Aguilar Decision Win,Kevin Aguilar Decision Win
Kevin Burns,170 lbs.,Anthony Johnson,LOSS,KO/TKO,3.0,0:28,KO,Anthony Johnson KO Win,Anthony Johnson KO Win
Kevin Casey,185 lbs.,Ildemar Alcantara,WIN,U-DEC,3.0,5:00,Decision,Kevin Casey Decision Win,Ildemar Alcantara KO Win
Kevin Ferguson,235 lbs.,Seth Petruzelli,LOSS,KO/TKO,1.0,0:14,KO,Seth Petruzelli KO Win,Kevin Ferguson KO Win
Kevin Holland,170 lbs.,Derek Brunson,LOSS,U-DEC,5.0,5:00,Decision,Derek Brunson Decision Win,Kevin Holland KO Win
Kevin Lee,170 lbs.,Tony Ferguson,LOSS,SUB,3.0,4:02,Submission,Tony Ferguson Submission Win,Tony Ferguson Submission Win
Kevin Randleman,205 lbs.,Kazuhiro Nakamura,LOSS,U-DEC,3.0,5:00,Decision,Kazuhiro Nakamura Decision Win,Kevin Randleman Decision Win
Khabib Nurmagomedov,155 lbs.,Conor McGregor,WIN,SUB,4.0,3:03,Submission,Khabib Nurmagomedov Submission Win,Conor McGregor KO Win
Khalid Taha,135 lbs.,Raoni Barcelos,LOSS,U-DEC ,3.0,5:00,Decision,Raoni Barcelos Decision Win,Raoni Barcelos Decision Win
Khalil Rountree Jr.,205 lbs.,Modestas Bukauskas,WIN,KO/TKO,2.0,2:30,KO,Khalil Rountree Jr. KO Win,Khalil Rountree Jr. KO Win
Khama Worthy,155 lbs.,Ottman Azaitar,LOSS,KO/TKO,1.0,1:33,KO,Ottman Azaitar KO Win,Ottman Azaitar KO Win
Khamzat Chimaev,170 lbs.,Li Jingliang,WIN,SUB ,1.0,3:16,Submission,Khamzat Chimaev Submission Win,Khamzat Chimaev Submission Win
Khaos Williams,170 lbs.,Matthew Semelsberger,WIN,U-DEC,3.0,5:00,Decision,Khaos Williams Decision Win,Matthew Semelsberger Decision Win
Kimo Leopoldo,235 lbs.,Royce Gracie,LOSS,SUB,1.0,4:40,Submission,Royce Gracie Submission Win,Royce Gracie Submission Win
Kiyoshi Tamura,185 lbs.,Ikuhisa Minowa,WIN,KO/TKO,1.0,1:18,KO,Kiyoshi Tamura KO Win,Ikuhisa Minowa Submission Win
Krzysztof Jotko,185 lbs.,Sean Strickland,LOSS,U-DEC,3.0,5:00,Decision,Sean Strickland Decision Win,Krzysztof Jotko Decision Win
Krzysztof Soszynski,205 lbs.,Goran Reljic,WIN,U-DEC,3.0,5:00,Decision,Krzysztof Soszynski Decision Win,Krzysztof Soszynski Decision Win
Kuniyoshi Hironaka,168 lbs.,Shinya Aoki,LOSS,KO/TKO,1.0,2:10,KO,Shinya Aoki KO Win,Shinya Aoki Decision Win
Kurt Holobaugh,155 lbs.,Raoni Barcelos,LOSS,KO/TKO ,3.0,1:29,KO,Raoni Barcelos KO Win,Raoni Barcelos Decision Win
Kurt Pellegrino,155 lbs.,Fabricio Camoes,WIN,SUB ,2.0,4:20,Submission,Kurt Pellegrino Submission Win,Kurt Pellegrino Submission Win
Kyle Bochniak,145 lbs.,Charles Rosa,LOSS,U-DEC,3.0,5:00,Decision,Charles Rosa Decision Win,Charles Rosa Decision Win
Kyle Daukaus,185 lbs.,Michael Lombardo,WIN,U-DEC,3.0,5:00,Decision,Kyle Daukaus Decision Win,Michael Lombardo Decision Win
Kyle Kingsbury,205 lbs.,Tom Lawlor,LOSS,U-DEC,3.0,5:00,Decision,Tom Lawlor Decision Win,Kyle Kingsbury Decision Win
Kyle Nelson,145 lbs.,Marco Polo Reyes,WIN,KO/TKO,1.0,1:36,KO,Kyle Nelson KO Win,Marco Polo Reyes KO Win
Kyle Noke,170 lbs.,Alex Morono,LOSS,S-DEC,3.0,5:00,Decision,Alex Morono Decision Win,Alex Morono Decision Win
Kyler Phillips,135 lbs.,Song Yadong,WIN,U-DEC,3.0,5:00,Decision,Kyler Phillips Decision Win,Song Yadong Decision Win
Kyoji Horiguchi,125 lbs.,Dustin Pague,WIN,KO/TKO,2.0,3:51,KO,Kyoji Horiguchi KO Win,Kyoji Horiguchi Decision Win
Kyung Ho Kang,135 lbs.,Pingyuan Liu,WIN,S-DEC,3.0,5:00,Decision,Kyung Ho Kang Decision Win,Pingyuan Liu Decision Win
LC Davis,135 lbs.,Deividas Taurosevicius,WIN,M-DEC,3.0,5:00,Decision,LC Davis Decision Win,LC Davis Decision Win
Lando Vannata,155 lbs.,Mike Grundy,WIN,S-DEC,3.0,5:00,Decision,Lando Vannata Decision Win,Lando Vannata Decision Win
Laureano Staropoli,185 lbs.,Tim Means,LOSS,U-DEC,3.0,5:00,Decision,Tim Means Decision Win,Tim Means Decision Win
Lauren Mueller,125 lbs.,Wu Yanan,LOSS,SUB,1.0,4:00,Submission,Wu Yanan Submission Win,Lauren Mueller Decision Win
Lauren Murphy,125 lbs.,Joanne Wood,WIN,S-DEC,3.0,5:00,Decision,Lauren Murphy Decision Win,Joanne Wood Decision Win
Lavar Johnson,240 lbs.,Carl Seumanutafa,WIN,KO/TKO,1.0,0:18,KO,Lavar Johnson KO Win,Lavar Johnson KO Win
